NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_001E,B03003_002E,B03003_003E,B19083_001E,B19083_001M,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Washtenaw County, Michigan",365961,181376,184585,269777,43099,1202,33165,189,2635,15894,699,15195,365961,348962,16999,0.4826,0.0054,39486,43111,43806,26832,23697,25738,40940,16108,23381,21724,26,161
"Arenac County, Michigan",15165,7681,7484,14597,89,190,55,0,20,214,18,196,15165,14864,301,0.4209,0.0153,23374,23637,23717,16608,4999,22266,40340,-666666666,,8783,26,011
"Cass County, Michigan",51460,25789,25671,45663,2549,577,434,21,549,1667,100,1567,51460,49511,1949,0.4473,0.0200,29923,31218,31681,15926,23539,25503,23582,,19311,11258,26,027
"Iron County, Michigan",11212,5595,5617,10776,57,176,65,0,7,131,34,97,11212,10991,221,0.4334,0.0212,24876,25053,25280,12161,15625,31466,10632,-666666666,,11521,26,071
"Roscommon County, Michigan",23877,11857,12020,23074,36,219,75,0,28,445,12,433,23877,23453,424,0.4339,0.0242,23862,24211,24407,15808,5342,11092,19379,-666666666,63768,11744,26,143
"Wayne County, Michigan",1761382,847648,913734,937396,685098,5566,57380,481,33543,41918,4271,37647,1761382,1658180,103202,0.4974,0.0031,25976,32412,33491,16382,17842,23802,32165,17017,14540,16062,26,163
"Branch County, Michigan",43584,22485,21099,40923,990,180,283,17,484,707,88,619,43584,41565,2019,0.4117,0.0154,24249,24968,25403,14271,7438,22833,27136,,18475,9867,26,023
"Jackson County, Michigan",158913,81205,77708,138852,12687,694,1352,41,946,4341,221,4120,158913,153390,5523,0.4439,0.0120,26942,28689,28968,17695,14111,15415,40050,9559,12985,9524,26,075
"Mackinac County, Michigan",10817,5463,5354,8063,300,1822,78,14,12,528,21,507,10817,10632,185,0.4406,0.0191,28941,32141,32182,21116,11166,18823,22809,,,26096,26,097
"Antrim County, Michigan",23177,11515,11662,22256,86,176,73,0,200,386,7,379,23177,22660,517,0.4675,0.0235,30920,31513,31703,13166,10405,17445,25736,-666666666,8230,20175,26,009
"Houghton County, Michigan",36360,19668,16692,33819,275,104,1082,29,191,860,61,799,36360,35788,572,0.4724,0.0199,22866,22997,23099,37699,47454,18338,25874,,10213,10018,26,061
"Iosco County, Michigan",25247,12578,12669,24185,172,200,173,10,50,457,25,432,25247,24710,537,0.4217,0.0193,25075,25314,25412,21734,22097,32405,15986,,25176,13938,26,069
"Lake County, Michigan",11763,6000,5763,10220,939,117,27,11,26,423,24,399,11763,11452,311,0.4397,0.0148,19012,19824,20040,10817,15562,24764,17604,,14054,6340,26,085
"Montmorency County, Michigan",9261,4665,4596,8958,32,82,7,1,15,166,16,150,9261,9143,118,0.3979,0.0209,23930,24284,24343,10797,21472,15167,,,17667,9836,26,119
"Presque Isle County, Michigan",12797,6386,6411,12353,71,42,60,0,50,221,17,204,12797,12629,168,0.4280,0.0208,26503,26204,26341,15135,6177,21979,145005,-666666666,51048,12881,26,141
"Kalamazoo County, Michigan",261573,128025,133548,212284,28440,689,6385,69,1510,12196,838,11358,261573,248980,12593,0.4673,0.0080,30555,32983,33519,19237,19464,16227,34230,35564,19750,14348,26,077
"Mecosta County, Michigan",43264,21844,21420,40305,1250,166,332,7,129,1075,34,1041,43264,42306,958,0.4559,0.0164,23182,23798,23941,16017,12707,17473,19920,,7196,16026,26,107
"Marquette County, Michigan",66939,33703,33236,62426,1130,558,654,33,102,2036,146,1890,66939,65938,1001,0.4330,0.0135,26290,27058,27241,10194,7351,18837,26970,32355,10242,15794,26,103
"Newaygo County, Michigan",48142,24149,23993,44687,657,417,160,0,1391,830,58,772,48142,45350,2792,0.4397,0.0157,24005,24508,24664,12994,12740,56729,23596,-666666666,10225,12557,26,123
"Osceola County, Michigan",23232,11738,11494,22347,256,195,70,0,25,339,27,312,23232,22814,418,0.4300,0.0123,22142,22621,22643,18851,6142,13955,18587,-666666666,18260,8392,26,133
"Otsego County, Michigan",24397,12061,12336,23330,133,104,106,0,22,702,32,670,24397,23985,412,0.4143,0.0174,26829,26630,26828,10046,17185,106726,41142,-666666666,,21925,26,137
"Calhoun County, Michigan",134473,65782,68691,110011,14321,939,3095,20,646,5441,514,4927,134473,127588,6885,0.4435,0.0080,25652,27652,28272,15295,16610,19138,24877,,18058,11285,26,025
"Cheboygan County, Michigan",25458,12720,12738,23741,220,431,101,0,22,943,22,921,25458,25107,351,0.4220,0.0119,25876,26704,26859,11114,5048,21255,18121,-666666666,6668,13283,26,031
"Luce County, Michigan",6364,3743,2621,5066,485,361,17,2,29,404,30,374,6364,6166,198,0.3926,0.0258,20745,22796,23094,6531,4691,19543,20594,,4969,16386,26,095
"Kent County, Michigan",643140,316734,326406,513126,62203,2649,19311,222,21205,24424,2980,21444,643140,575961,67179,0.4578,0.0059,31005,34322,35785,14874,17931,19476,28004,42541,14840,12188,26,081
"Macomb County, Michigan",868704,422835,445869,707875,99265,2525,33769,346,5005,19919,1583,18336,868704,846492,22212,0.4255,0.0045,31104,33109,33253,24992,22381,19966,26501,16964,19562,15713,26,099
"Bay County, Michigan",104786,51486,53300,99253,1779,410,631,0,367,2346,74,2272,104786,99283,5503,0.4387,0.0119,26644,27208,27708,16984,15242,28764,35237,-666666666,16278,10343,26,017
"Saginaw County, Michigan",192778,93581,99197,144402,35973,577,2451,12,3221,6142,857,5285,192778,176627,16151,0.4644,0.0100,26625,29547,30334,17447,15873,23445,63859,,19750,9878,26,145
"Shiawassee County, Michigan",68493,33801,34692,66193,396,174,196,18,159,1357,84,1273,68493,66498,1995,0.4041,0.0118,27398,27727,27828,23411,15264,21738,22253,,26256,16846,26,155
"Baraga County, Michigan",8507,4720,3787,6246,861,775,42,2,36,545,13,532,8507,8375,132,0.4528,0.0268,20698,24007,24169,9117,762,23007,13657,,24492,11163,26,013
"Charlevoix County, Michigan",26219,12907,13312,24945,140,388,110,22,83,531,78,453,26219,25715,504,0.4700,0.0163,32559,33270,33534,14687,28144,16695,31419,,12301,16255,26,029
"Eaton County, Michigan",109155,53353,55802,94291,7225,533,2535,43,1548,2980,245,2735,109155,103362,5793,0.4149,0.0111,31982,33046,33437,24927,25735,21087,32360,23984,18363,22276,26,045
"Delta County, Michigan",36190,17998,18192,33957,106,688,153,7,48,1231,99,1132,36190,35729,461,0.4378,0.0167,26852,27598,27679,16773,7701,20631,40428,,17852,10175,26,041
"Gogebic County, Michigan",15414,8324,7090,13942,701,414,54,23,29,251,48,203,15414,15207,207,0.4870,0.0293,24325,26061,26223,8486,4300,12480,12231,,9290,9713,26,053
"Emmet County, Michigan",33039,16307,16732,30478,229,958,185,30,112,1047,29,1018,33039,32507,532,0.4594,0.0126,32455,33544,33523,30580,19071,18265,45439,10310,25094,15782,26,047
"Woodruff County, Arkansas",6660,3051,3609,4633,1845,0,91,6,0,85,0,85,6660,6648,12,0.4949,0.0325,21276,24276,24302,,14288,-666666666,,,-666666666,10859,05,147
"Cleburne County, Arkansas",25230,12472,12758,24473,140,273,152,0,42,150,6,144,25230,24612,618,0.4582,0.0279,26620,26954,27263,14872,6071,13207,,-666666666,21252,20523,05,023
"Cleveland County, Arkansas",8226,4138,4088,7106,924,13,3,0,0,180,6,174,8226,8072,154,0.4418,0.0249,23538,25227,25634,,14135,8015,,-666666666,-666666666,6624,05,025
"Jackson County, Arkansas",17225,8512,8713,13516,2143,17,7,7,98,1437,10,1427,17225,16740,485,0.5031,0.0382,19848,22205,22478,8315,11027,,,,15108,11552,05,067
"Hempstead County, Arkansas",22018,10494,11524,13067,6713,51,17,50,1663,457,0,457,22018,19232,2786,0.4257,0.0257,20168,23807,25086,9154,16458,27953,,,10159,8492,05,057
"Sharp County, Arkansas",17043,8335,8708,16216,119,96,19,0,51,542,71,471,17043,16670,373,0.4758,0.0778,20721,20931,21010,15969,11823,13697,186484,-666666666,13898,12476,05,135
"Stone County, Arkansas",12446,6209,6237,12024,9,63,14,0,2,334,0,334,12446,12210,236,0.4595,0.0340,20496,20956,21049,15974,,19529,,-666666666,,5354,05,137
"Washington County, Arkansas",228529,114181,114348,177357,8149,2207,5696,5039,22411,7670,893,6777,228529,190477,38052,0.4967,0.0140,27823,31179,32506,14705,16133,19620,28414,9905,14223,16076,05,143
"Baxter County, Arkansas",41219,19992,21227,39814,74,130,172,13,301,715,3,712,41219,40292,927,0.4539,0.0293,26004,26132,26248,17967,11951,18315,18163,,26115,23630,05,005
"Ashley County, Arkansas",20537,10013,10524,14737,5273,50,47,0,305,125,13,112,20537,19440,1097,0.4760,0.0408,22052,25924,26815,11798,11753,,,-666666666,17441,7741,05,003
"Craighead County, Arkansas",105701,51528,54173,83979,14622,480,1328,200,2352,2740,124,2616,105701,100448,5253,0.4930,0.0173,26432,29024,29567,16438,17089,6771,24446,,18806,9103,05,031
"Greene County, Arkansas",44623,21912,22711,42566,720,105,129,40,305,758,92,666,44623,43379,1244,0.4170,0.0192,22874,23424,23705,10522,10436,17711,7329,,13581,11374,05,055
"Lafayette County, Arkansas",6915,3381,3534,4196,2533,21,35,0,63,67,0,67,6915,6743,172,0.5762,0.0541,26005,33602,34285,16526,14248,,30657,-666666666,,15552,05,073
"Perry County, Arkansas",10322,5184,5138,9578,196,63,0,0,193,292,33,259,10322,10025,297,0.4031,0.0246,21699,22056,22035,12442,9143,51948,-666666666,-666666666,8498,20621,05,105
"Phillips County, Arkansas",19034,9006,10028,6893,11921,6,11,0,29,174,21,153,19034,18691,343,0.4925,0.0237,18402,27278,28048,11772,13407,,,-666666666,,4587,05,107
"Poinsett County, Arkansas",24054,11734,12320,21306,1149,54,12,0,153,1380,19,1361,24054,23347,707,0.4161,0.0192,19413,20436,20575,9622,12214,20078,,-666666666,7299,10906,05,111
"Sevier County, Arkansas",17193,8607,8586,10858,874,364,61,50,4698,288,36,252,17193,11490,5703,0.4221,0.0355,20627,24753,26048,12392,14370,17721,12133,1256,12773,21021,05,133
"Yell County, Arkansas",21573,10782,10791,16956,542,116,241,0,3433,285,70,215,21573,17259,4314,0.4501,0.0306,21584,23357,23918,13736,15129,10126,19791,-666666666,14515,19679,05,149
"Calhoun County, Arkansas",5202,2607,2595,3962,1125,7,0,10,10,88,0,88,5202,4996,206,0.4266,0.0239,24509,27348,28382,7090,16522,,-666666666,,,2693,05,013
"Clark County, Arkansas",22385,10628,11757,15939,5374,86,156,8,506,316,17,299,22385,21335,1050,0.4509,0.0164,21571,23824,24195,10757,16754,21170,25697,,8904,8794,05,019
"Bradley County, Arkansas",10948,5214,5734,7158,3176,127,0,0,463,24,12,12,10948,9294,1654,0.4603,0.0203,22411,26542,29335,10720,15216,1480,-666666666,-666666666,14563,,05,011
"Monroe County, Arkansas",7249,3316,3933,4058,2897,36,31,0,42,185,25,160,7249,7050,199,0.4699,0.0226,22274,26576,26296,25659,17476,,,-666666666,,12557,05,095
"Polk County, Arkansas",20163,9828,10335,18538,91,331,157,0,468,578,36,542,20163,18844,1319,0.4377,0.0210,20176,20648,21162,12297,8690,13504,21413,-666666666,16506,13282,05,113
"Ouachita County, Arkansas",24106,11327,12779,13655,9904,48,15,0,31,453,37,416,24106,23560,546,0.4770,0.0228,21520,26099,26383,15100,15649,16658,50253,-666666666,,12489,05,103
"Newton County, Arkansas",7848,3932,3916,7435,2,205,18,0,0,188,20,168,7848,7775,73,0.4312,0.0314,18907,18703,18818,4793,,22784,,-666666666,-666666666,23746,05,101
"Little River County, Arkansas",12417,6090,6327,9128,2762,143,44,0,51,289,0,289,12417,12310,107,0.4643,0.0365,26216,28076,28186,15026,20799,40745,28693,-666666666,20349,12715,05,081
"Carroll County, Arkansas",27887,13897,13990,25826,335,188,334,208,417,579,32,547,27887,23705,4182,0.4572,0.0374,24185,24820,27104,10641,5058,61649,11684,5256,13166,16705,05,015
"Miller County, Arkansas",43759,21476,22283,30846,10844,477,180,34,513,865,63,802,43759,42354,1405,0.4662,0.0192,22938,25883,25950,13907,16718,15866,17273,,8350,9744,05,091
"Lake County, California",64148,31879,32269,49463,1562,2426,661,30,8048,1958,314,1644,64148,51318,12830,0.4796,0.0157,25404,28500,29197,15672,17001,15755,19591,18780,13256,17847,06,033
"Mariposa County, California",17540,8920,8620,15579,166,397,243,54,396,705,29,676,17540,15631,1909,0.4349,0.0284,29776,30240,31822,17329,26847,18277,15117,18665,35312,29482,06,043
"Yuba County, California",75493,38468,37025,56344,2432,1079,5104,343,4126,6065,651,5414,75493,54503,20990,0.4276,0.0142,23867,25569,28572,16140,28340,16528,20331,20278,19324,13828,06,115
"Contra Costa County, California",1133247,553701,579546,648325,97333,5529,185065,5585,112976,78434,14088,64346,1133247,845146,288101,0.4703,0.0036,45524,53705,61487,24019,32908,30648,47715,26525,21806,24953,06,013
"Lassen County, California",31185,20671,10514,25672,2738,877,437,205,590,666,97,569,31185,25351,5834,0.4231,0.0180,21897,24551,29845,3770,3369,17709,15282,9814,6329,23125,06,035
"Santa Barbara County, California",443738,222208,221530,344026,8626,4389,23863,814,42024,19996,4055,15941,443738,243678,200060,0.4798,0.0055,34229,37254,51184,18158,25755,20007,33168,48820,18764,22146,06,083
"Sonoma County, California",501317,245196,256121,375519,7960,4854,20087,1636,63422,27839,6031,21808,501317,368332,132985,0.4578,0.0075,39929,45366,49394,20533,29309,29471,35809,24495,18193,24845,06,097
"Imperial County, California",180216,92250,87966,115817,4591,1801,2684,419,47362,7542,3399,4143,180216,29197,151019,0.4768,0.0133,17590,18957,31264,15518,13017,17178,39446,22204,14018,13865,06,025
"Mono County, California",14174,7341,6833,12017,105,527,339,0,801,385,70,315,14174,10308,3866,0.3701,0.0296,33421,35709,41647,16192,25061,20488,27649,-666666666,12591,30402,06,051
"Alameda County, California",1643700,807171,836529,681725,177135,10712,486434,13768,169771,104155,20044,84111,1643700,1274639,369061,0.4624,0.0033,44283,54820,63006,24666,32288,30187,45468,29513,22822,28564,06,001
"Sacramento County, California",1510023,737742,772281,875793,149064,10340,235474,16715,115072,107565,17250,90315,1510023,1162998,347025,0.4583,0.0041,31311,36562,40750,20275,24643,24368,29180,23205,18973,17596,06,067
"Napa County, California",140530,70082,70448,102711,2867,1198,11373,272,16738,5371,1164,4207,140530,92843,47687,0.4719,0.0093,42677,48258,57724,21764,31301,29102,40393,21086,18883,25120,06,055
"Monterey County, California",433212,220967,212245,256709,11200,3221,24342,2011,117386,18343,3699,14644,433212,180624,252588,0.4619,0.0065,28836,35020,51488,16797,24456,19105,34819,29200,15821,21970,06,053
"Sierra County, California",2930,1542,1388,2890,6,25,0,0,0,9,0,9,2930,2606,324,0.4269,0.0428,31972,32115,34379,14096,6267,25280,-666666666,-666666666,-666666666,21689,06,091
"San Diego County, California",3302833,1661931,1640902,2335447,166412,20980,390418,13903,205307,170366,29046,141320,3302833,2195908,1106925,0.4630,0.0029,36156,38997,48852,20418,28252,28270,37840,31310,19926,22007,06,073
"Yolo County, California",214977,104375,110602,145778,5834,1247,29612,984,17774,13748,1959,11789,214977,147168,67809,0.4931,0.0092,32598,36410,43672,19770,24300,23536,30226,23321,19240,19568,06,113
"Humboldt County, California",135768,67666,68102,108784,1585,6797,4160,436,5778,8228,373,7855,135768,120408,15360,0.4754,0.0148,26747,28527,29410,17617,19596,16970,16498,32214,18950,23027,06,023
"Alpine County, California",1146,612,534,723,9,311,8,8,0,87,0,87,1146,1041,105,0.4967,0.0771,29041,37607,38744,10077,,13598,,,-666666666,20105,06,003
"Mendocino County, California",87422,43439,43983,73121,531,3591,1689,170,4020,4300,277,4023,87422,65743,21679,0.4736,0.0179,27395,29749,33871,14162,20908,18234,20600,26325,13728,11310,06,045
"Santa Cruz County, California",273765,135727,138038,208476,2596,1375,12601,316,35546,12855,2358,10497,273765,182089,91676,0.4826,0.0066,39001,43753,51498,19151,36330,29477,36086,14327,17752,25713,06,087
"Los Angeles County, California",10098052,4976788,5121264,5186859,823987,70527,1469968,27929,2121102,397680,113303,284377,10098052,5204449,4893603,0.5022,0.0012,32469,38948,56862,18930,28448,23067,36091,23627,17611,24436,06,037
"Riverside County, California",2383286,1186188,1197098,1450134,153545,19281,152130,6843,495241,106112,29644,76468,2383286,1228769,1154517,0.4547,0.0036,27142,31148,39602,17909,26061,23494,29699,24943,17085,18025,06,065
"Santa Clara County, California",1922200,970469,951731,865460,48058,9303,689176,7541,205997,96665,19085,77580,1922200,1426745,495455,0.4652,0.0025,52451,61003,73957,25265,38412,26479,55716,37395,21772,28648,06,085
"Marin County, California",260295,127113,133182,203342,5709,737,15000,584,22262,12661,1867,10794,260295,218960,41335,0.5158,0.0070,69275,78664,82482,27304,41829,27436,58694,12452,18393,37928,06,041
"Siskiyou County, California",43540,21706,21834,36971,632,1469,678,149,719,2922,268,2654,43540,38204,5336,0.4880,0.0324,28130,28753,30110,14385,110915,15165,13751,21460,15807,15567,06,093
"Shasta County, California",179085,87859,91226,155840,2209,4704,5427,191,3415,7299,910,6389,179085,161480,17605,0.4603,0.0084,27983,29142,29930,18684,27025,18842,25178,16608,17833,16533,06,089
"Del Norte County, California",27424,14575,12849,20958,785,2024,977,17,968,1695,232,1463,27424,22084,5340,0.4857,0.0312,22832,23373,26701,9947,30318,22590,28460,,19336,11870,06,015
"San Luis Obispo County, California",281455,142769,138686,242078,5265,1900,10234,258,11581,10139,1605,8534,281455,218453,63002,0.4538,0.0077,35832,37803,41617,21302,19984,33557,29991,22341,19506,22318,06,079
"Glenn County, California",27897,14171,13726,23127,255,670,820,51,2416,558,21,537,27897,16393,11504,0.4548,0.0200,21736,22954,28248,14091,19805,15069,22192,14588,14731,10494,06,021
"Butte County, California",227075,112513,114562,186095,3477,2885,10151,427,9890,14150,1691,12459,227075,190717,36358,0.4893,0.0089,27537,29804,31372,17419,18490,20317,18276,34957,18538,14127,06,007
"Plumas County, California",18699,9423,9276,16654,194,428,200,41,464,718,64,654,18699,17070,1629,0.4549,0.0422,32710,34252,34663,24863,12042,30297,8793,,16101,23218,06,063
"Kern County, California",883053,452646,430407,663592,48179,9488,41842,1698,87118,31136,8956,22180,883053,417211,465842,0.4645,0.0061,22553,23613,34119,15011,16832,17859,29577,15356,17289,15929,06,029
"Orange County, California",3164182,1562429,1601753,1950902,54732,14466,635672,9442,370679,128289,25794,102495,3164182,2083987,1080195,0.4700,0.0031,39590,45083,56190,21458,36210,30439,38376,36884,18589,25435,06,059
"Calaveras County, California",45235,22434,22801,41375,302,492,568,126,547,1825,82,1743,45235,39938,5297,0.4464,0.0212,32494,33706,34929,22240,22196,26858,27788,6606,13706,17111,06,009
"Sutter County, California",95872,47789,48083,66752,2006,936,14635,569,4435,6539,856,5683,95872,66518,29354,0.4466,0.0145,26070,28563,34599,15980,29502,18877,22845,18892,18266,13732,06,101
"San Mateo County, California",765935,377851,388084,391024,17849,2922,215337,10504,85574,42725,7445,35280,765935,576933,189002,0.4852,0.0043,57375,69579,80849,26957,39344,38363,56917,26159,22967,33406,06,081
"Tuolumne County, California",53932,28102,25830,47189,926,997,749,134,1432,2505,468,2037,53932,47405,6527,0.4881,0.0258,33685,35800,36594,22780,11036,17930,22029,38569,18253,20528,06,109
"San Joaquin County, California",732212,364612,367600,411958,52023,4725,112997,4463,71360,74686,8971,65715,732212,430956,301256,0.4546,0.0055,26145,29878,38292,17545,22060,22008,25800,17942,17656,17783,06,077
"Amador County, California",37829,20302,17527,32989,790,305,499,73,1374,1799,188,1611,37829,32697,5132,0.4437,0.0249,30100,32145,33381,18901,3145,20746,39007,29537,13031,16616,06,005
"Phillips County, Colorado",4318,2295,2023,4158,12,11,15,0,38,84,0,84,4318,3374,944,0.4573,0.0493,29236,28831,32462,15163,,,,-666666666,12832,30193,08,095
"Archuleta County, Colorado",12908,6546,6362,10810,249,192,133,0,1372,152,30,122,12908,10537,2371,0.4486,0.0331,31035,33587,34942,16000,35261,23041,7650,-666666666,14308,24172,08,007
"Denver County, Colorado",693417,347188,346229,530278,64881,6833,26143,1033,39531,24718,4371,20347,693417,483558,209859,0.4958,0.0056,41196,46048,57106,19859,24294,21556,36145,41236,20675,25066,08,031
"Kiowa County, Colorado",1449,750,699,1333,17,0,0,0,5,94,0,94,1449,1371,78,0.4383,0.0521,24012,24767,25577,10101,,-666666666,-666666666,-666666666,,13685,08,061
"Huerfano County, Colorado",6583,3305,3278,6199,38,115,0,0,114,117,9,108,6583,4309,2274,0.4314,0.0281,25636,25775,27331,22516,3034,29634,-666666666,-666666666,27056,20334,08,055
"Baca County, Colorado",3563,1755,1808,3377,35,57,0,4,19,71,7,64,3563,3182,381,0.4396,0.0278,23862,24226,25297,15045,10797,25777,-666666666,,25842,12287,08,009
"Chaffee County, Colorado",19164,10268,8896,17857,366,42,153,0,129,617,120,497,19164,17229,1935,0.4266,0.0206,29365,30732,32248,14751,901,,17236,-666666666,27221,12154,08,015
"Gilpin County, Colorado",5924,3169,2755,5566,15,171,0,0,69,103,0,103,5924,5376,548,0.4241,0.0760,48460,49845,47068,70510,,31556,-666666666,-666666666,,18038,08,047
"Kit Carson County, Colorado",7635,4158,3477,6885,195,33,25,38,382,77,49,28,7635,6169,1466,0.4691,0.0917,27471,29238,31735,14682,3763,24594,13944,,14314,9439,08,063
"Garfield County, Colorado",58538,29779,28759,51120,234,404,542,9,5195,1034,143,891,58538,42051,16487,0.4008,0.0166,32491,33857,38647,17246,20840,40446,37168,,18811,31000,08,045
"Gunnison County, Colorado",16537,8983,7554,15748,103,162,83,22,70,349,7,342,16537,15005,1532,0.4182,0.0182,30127,30805,32119,16858,11373,31590,,,4454,12548,08,051
"Jefferson County, Colorado",570427,283919,286508,517644,6639,4162,16243,257,10200,15282,2984,12298,570427,483274,87153,0.4337,0.0049,41930,43001,45984,24493,35540,27429,36929,48457,29175,26104,08,059
"Mineral County, Colorado",823,402,421,728,18,9,5,0,44,19,16,3,823,744,79,0.3541,0.0391,35229,38243,38592,13181,,,,-666666666,12939,,08,079
