NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Houston County, Alabama",103079,49416,53663,72001,26960,390,845,4,1021,1858,73,1785,99828,3251,0.4730,23492,27428,27746,14286,14030,17998,32931,,12281,11280,01,069
"Jackson County, Alabama",53012,26187,26825,48395,1715,974,219,49,552,1108,39,1069,51599,1413,0.4473,20055,20411,20585,10765,12622,20190,20779,67218,13572,16886,01,071
"Jefferson County, Alabama",658834,311540,347294,349052,278587,1568,10020,117,12637,6853,397,6456,633718,25116,0.4970,26896,35220,35910,12891,17359,23561,28129,68416,10794,18520,01,073
"Lamar County, Alabama",14268,6863,7405,12460,1659,37,2,0,5,105,0,105,14073,195,0.4345,19094,20105,20257,10288,11967,,,-666666666,,5317,01,075
"Lauderdale County, Alabama",92780,44459,48321,80695,9228,436,743,9,236,1433,133,1300,90606,2174,0.4615,23975,25234,25365,17447,15242,21993,24543,,10671,11891,01,077
"Lawrence County, Alabama",33835,16435,17400,26344,3751,1845,40,0,53,1802,55,1747,33172,663,0.4247,21093,21814,22022,7624,16748,19505,10888,-666666666,23085,21385,01,079
"Lee County, Alabama",147790,72908,74882,104328,34142,277,4567,102,2128,2246,76,2170,142356,5434,0.4937,24126,26733,26992,15690,17401,9264,28066,7279,15119,8388,01,081
"Limestone County, Alabama",87167,43986,43181,70843,11133,527,1089,33,1869,1673,117,1556,82233,4934,0.4541,25658,27840,28610,12118,16226,26704,22545,16773,15547,9183,01,083
"Lowndes County, Alabama",10918,5150,5768,2820,8060,0,0,0,0,38,0,38,10816,102,0.5281,18046,32467,32895,9735,13017,-666666666,-666666666,-666666666,-666666666,14492,01,085
"Macon County, Alabama",20505,9413,11092,3377,16738,67,38,0,155,130,5,125,20200,305,0.4703,17113,23230,23152,13196,15723,11288,26389,-666666666,23690,29642,01,087
"Madison County, Alabama",343229,168021,175208,236921,82307,2244,8415,330,3054,9958,605,9353,327245,15984,0.4701,32307,36888,37579,20973,21567,23524,31489,47756,15251,19464,01,089
"Marengo County, Alabama",20489,9550,10939,9623,10512,55,58,0,157,84,0,84,20064,425,0.5402,22529,32219,29380,82876,14066,9153,10672,-666666666,9910,12088,01,091
"Marion County, Alabama",30527,15151,15376,28674,1129,46,157,0,35,486,24,462,29821,706,0.4711,20125,20575,20532,19273,10656,27320,33259,-666666666,14974,11012,01,093
"Marshall County, Alabama",94121,46300,47821,87082,1703,632,512,7,2591,1594,220,1374,82291,11830,0.4659,20975,21701,23201,8152,11097,12129,15810,,7036,19712,01,095
"Mobile County, Alabama",414045,198288,215757,249439,144637,2801,7953,60,2472,6683,419,6264,403335,10710,0.4732,23009,27850,27911,22452,15194,18659,26410,31302,16689,11482,01,097
"Monroe County, Alabama",22509,10774,11735,12436,9449,221,114,0,74,215,0,215,22275,234,0.4920,16273,19862,20016,3596,11589,14424,23032,-666666666,7958,15742,01,099
"Montgomery County, Alabama",228850,108811,120039,90109,127389,593,5216,36,2388,3119,593,2526,220894,7956,0.4771,25089,36219,37050,17248,17642,27029,28468,,9865,12982,01,101
"Morgan County, Alabama",119744,58833,60911,99065,14413,915,746,83,1881,2641,151,2490,110440,9304,0.4488,24222,25953,27218,10343,15348,30175,31533,18960,11987,12459,01,103
"Perry County, Alabama",10203,4739,5464,3110,6974,2,32,0,12,73,0,73,10115,88,0.4924,12988,20443,20780,3661,9788,,20341,-666666666,,126,01,105
"Pickens County, Alabama",19629,9462,10167,11012,8387,0,0,0,39,191,25,166,19475,154,0.4608,17310,21954,22046,11190,11470,-666666666,-666666666,-666666666,15041,6413,01,107
"Pike County, Alabama",33216,15785,17431,19497,12103,258,724,0,43,591,164,427,32466,750,0.4938,19424,24292,24553,12689,12487,12817,16344,-666666666,28270,6946,01,109
"Randolph County, Alabama",22724,11091,11633,17491,4555,39,36,28,202,373,45,328,22066,658,0.4525,19324,21117,21302,8864,14512,,,15725,1058,5824,01,111
"Russell County, Alabama",56980,27662,29318,30610,23836,162,439,112,438,1383,174,1209,54388,2592,0.4535,19652,21834,21812,19949,17881,17054,17687,12333,10565,6278,01,113
"St. Clair County, Alabama",85242,42650,42592,75106,7952,350,577,4,436,817,16,801,83381,1861,0.4230,23863,24778,25005,11143,16533,21936,38051,,8612,10218,01,115
"Shelby County, Alabama",201168,98040,103128,164508,23050,590,4070,28,6497,2425,341,2084,189276,11892,0.4253,33135,35244,35771,14899,25178,33934,31526,,11736,24469,01,117
"Sumter County, Alabama",13433,6056,7377,3322,9811,48,205,0,21,26,2,24,13370,63,0.4762,14042,22415,22628,4832,11428,,3708,-666666666,2305,,01,119
"Talladega County, Alabama",81673,39727,41946,53259,26046,331,290,0,441,1306,142,1164,79931,1742,0.4514,19134,21815,21993,9748,14118,17750,46160,-666666666,10049,7266,01,121
"Tallapoosa County, Alabama",41295,19983,21312,29076,11457,92,5,0,383,282,0,282,40259,1036,0.4444,21034,24562,24826,12444,13004,9742,7080,-666666666,6393,7376,01,123
"Tuscaloosa County, Alabama",198670,96008,102662,132211,60376,368,2802,5,1122,1786,41,1745,192351,6319,0.4666,23124,26919,27364,15743,15202,24059,26111,,13273,11375,01,125
"Walker County, Alabama",66211,32202,34009,60224,3764,154,225,0,420,1424,55,1369,64773,1438,0.4635,20580,21274,21422,11585,15471,14467,19250,-666666666,11681,8224,01,127
"Washington County, Alabama",17137,8508,8629,11225,4169,1405,191,0,91,56,50,6,16937,200,0.4169,20737,22802,22793,9805,16972,17728,11679,-666666666,10657,9814,01,129
"Wilcox County, Alabama",11367,5336,6031,3082,8205,4,0,0,60,16,0,16,11299,68,0.5321,13881,24139,24139,3028,10140,,-666666666,-666666666,,,01,131
"Winston County, Alabama",24256,11793,12463,23330,168,167,30,12,20,529,62,467,23591,665,0.4564,19078,19582,19752,7476,7146,6941,12107,,,5895,01,133
"Aleutians East Borough, Alaska",3296,2299,997,747,342,877,1071,37,103,119,27,92,2855,441,0.3858,27122,36358,43176,25077,18968,24161,25638,32546,32566,21356,02,013
"Aleutians West Census Area, Alaska",5650,3481,2169,1849,295,751,1955,137,261,402,37,365,5054,596,0.3911,32700,49125,52727,29765,31754,21293,24733,28960,42998,12484,02,016
"Anchorage Municipality, Alaska",298178,151865,146313,195593,17607,20634,25280,6503,4658,27903,1873,26030,273491,24687,0.4156,36508,43973,45317,23027,30353,23224,22397,15788,24415,17521,02,020
"Bethel Census Area, Alaska",17576,9191,8385,2043,117,14303,195,56,52,810,11,799,17295,281,0.4427,18875,53519,52923,25264,25526,13490,45936,8534,25690,19388,02,050
"Bristol Bay Borough, Alaska",995,543,452,561,3,320,7,1,13,90,0,90,939,56,0.3476,37012,46844,48392,12611,,26760,2029,,6362,20476,02,060
"Denali Borough, Alaska",2048,1061,987,1780,39,69,96,0,0,64,0,64,1999,49,0.3756,36828,38978,39140,33239,59531,18649,10977,-666666666,-666666666,21594,02,068
"Dillingham Census Area, Alaska",4956,2567,2389,926,11,3571,56,1,21,370,0,370,4826,130,0.4345,21774,47159,49464,20092,25664,15267,35498,,97343,14582,02,070
"Fairbanks North Star Borough, Alaska",99319,52832,46487,76755,4483,6298,2665,513,897,7708,219,7489,92462,6857,0.4013,32906,35811,36609,23012,28522,21966,30950,15958,23265,18388,02,090
"Haines Borough, Alaska",2557,1396,1161,2076,1,169,49,0,11,251,7,244,2525,32,0.4171,32312,34403,34621,14194,,30390,41204,-666666666,,15314,02,100
"Hoonah-Angoon Census Area, Alaska",2126,1132,994,1065,12,777,42,4,15,211,0,211,2088,38,0.4472,30811,37953,38401,12132,,19570,98555,,33247,23652,02,105
"Juneau City and Borough, Alaska",32200,16585,15615,22362,384,3999,1951,312,377,2815,182,2633,30316,1884,0.3738,38057,45034,45387,30830,35807,23907,22262,16088,30919,17376,02,110
"Kenai Peninsula Borough, Alaska",56687,29664,27023,47751,335,4402,668,46,308,3177,116,3061,54705,1982,0.4190,31611,33820,34252,19630,28639,18348,22789,8333,42828,18205,02,122
"Ketchikan Gateway Borough, Alaska",13676,7086,6590,9349,55,2049,834,6,50,1333,14,1319,13040,636,0.4057,31494,37246,37838,22343,32322,20302,23528,,47346,12517,02,130
"Kodiak Island Borough, Alaska",13924,7332,6592,7606,115,2050,2913,156,288,796,269,527,12796,1128,0.3984,29993,37955,38855,20484,19576,19412,22047,8192,29519,16189,02,150
"Lake and Peninsula Borough, Alaska",1490,733,757,333,8,1060,18,7,1,63,2,61,1459,31,0.4362,21581,39474,40383,19639,,15831,19878,,,21948,02,164
"Matanuska-Susitna Borough, Alaska",93843,48911,44932,79273,845,5005,1294,243,653,6530,117,6413,89861,3982,0.4042,30013,32178,32460,22842,27523,20079,23075,23916,20357,14234,02,170
"Nome Census Area, Alaska",9792,5227,4565,1690,64,6959,92,19,19,949,11,938,9624,168,0.4427,19651,46582,47415,16983,38669,12594,31712,13547,52653,20445,02,180
"North Slope Borough, Alaska",9618,6112,3506,3156,43,5076,453,136,172,582,3,579,9300,318,0.3777,50267,96900,97433,45847,103965,22991,48721,36754,47327,36535,02,185
"Northwest Arctic Borough, Alaska",7672,4109,3563,921,24,6233,55,2,37,400,0,400,7560,112,0.4034,21543,57798,58240,32303,42250,15873,46362,,54719,18388,02,188
"Petersburg Borough, Alaska",3212,1665,1547,2373,74,233,56,14,130,332,10,322,2970,242,0.4422,36307,41738,42067,25584,19193,19897,22086,12093,22447,21666,02,195
"Prince of Wales-Hyder Census Area, Alaska",6356,3463,2893,3000,19,2625,39,20,12,641,19,622,6171,185,0.4319,24737,31642,31621,25483,17221,19361,17008,10170,33100,15423,02,198
"Sitka City and Borough, Alaska",8957,4568,4389,5897,89,1415,540,11,110,895,36,859,8454,503,0.3862,33920,40006,40885,18798,29009,19346,28224,,31575,21308,02,220
"Skagway Municipality, Alaska",996,506,490,792,0,33,116,0,2,53,0,53,965,31,0.3761,40986,43035,42886,40526,-666666666,21591,31662,-666666666,,44002,02,230
"Southeast Fairbanks Census Area, Alaska",7044,3909,3135,5675,75,787,73,39,60,335,4,331,6738,306,0.3944,30402,33594,34536,12240,12149,14278,66019,,27155,13313,02,240
"Valdez-Cordova Census Area, Alaska",9685,5165,4520,7086,29,1549,292,43,104,582,16,566,9274,411,0.4059,32610,36873,37445,21575,13124,24266,16304,11086,4694,18639,02,261
"Wade Hampton Census Area, Alaska",7778,4109,3669,317,21,6916,34,24,0,466,0,466,7758,20,0.4011,11257,33465,33672,9975,21833,10211,26238,10396,-666666666,10149,02,270
"Wrangell City and Borough, Alaska",2383,1207,1176,1714,4,398,80,0,2,185,0,185,2360,23,0.4157,30671,33784,33974,28174,,20990,22750,-666666666,,26541,02,275
"Yakutat City and Borough, Alaska",635,369,266,240,37,195,22,5,13,123,0,123,608,27,0.3488,33475,44888,44984,58733,,24875,26459,24460,113369,21955,02,282
"Yukon-Koyukuk Census Area, Alaska",5651,3032,2619,1265,17,3990,30,0,13,336,0,336,5560,91,0.4509,20149,34533,35196,7234,16941,15900,16103,-666666666,24508,16809,02,290
"Apache County, Arizona",72142,35823,36319,16881,422,52243,291,67,802,1436,164,1272,67714,4428,0.4693,12828,21307,22941,11334,9449,10217,13359,8370,13006,9110,04,001
"Cochise County, Arizona",130807,66768,64039,104360,5148,1599,2266,200,9948,7286,1963,5323,87030,43777,0.4496,23552,25074,28391,15718,23985,13495,29838,7968,15266,13425,04,003
"Coconino County, Arizona",135817,67166,68651,84667,2009,36504,2120,150,5584,4783,1236,3547,117134,18683,0.4701,23459,28703,30302,16168,22261,13481,25083,27978,19127,11489,04,005
"Gila County, Arizona",53242,26542,26700,42170,319,7896,326,8,1294,1229,185,1044,43435,9807,0.4274,20857,23464,24947,16433,13738,9282,22798,,16784,11500,04,007
"Graham County, Arizona",37311,20023,17288,28436,798,5209,186,58,1776,848,198,650,25639,11672,0.4242,17687,19404,21616,15321,11882,8637,16846,22278,20463,15218,04,009
"Greenlee County, Arizona",8800,4652,4148,7590,125,272,21,0,554,238,178,60,4639,4161,0.3889,22334,22563,25517,18517,23736,28979,52724,-666666666,18468,13026,04,011
"La Paz County, Arizona",20348,10396,9952,14617,49,2761,143,37,2411,330,78,252,15311,5037,0.4115,21772,24320,26439,13573,45455,15114,34670,5127,14316,11847,04,012
"Maricopa County, Arizona",3947382,1951241,1996141,3162279,203650,74454,144749,8138,235737,118375,25220,93155,2766282,1181100,0.4616,27477,29621,35507,14046,19352,15961,32262,16753,13701,13749,04,013
"Mohave County, Arizona",202482,101778,100704,180836,2193,3832,2365,341,5813,7102,1110,5992,171381,31101,0.4350,20709,21528,22845,11578,10609,13356,26577,28831,10659,12811,04,015
"Navajo County, Arizona",107489,53627,53862,52875,601,46892,565,273,3229,3054,504,2550,95710,11779,0.4702,16355,22603,23569,13531,9621,10071,18309,14023,13470,8905,04,017
"Pima County, Arizona",993144,488310,504834,782395,35426,31649,26796,1331,80977,34570,9108,25462,641815,351329,0.4691,25524,27888,33209,15446,20016,12779,27491,16890,14367,14270,04,019
"Pinal County, Arizona",390160,202711,187449,309920,18113,20698,6616,1658,22280,10875,2387,8488,277114,113046,0.4061,20983,22956,26264,13515,17518,9892,19563,3046,13393,10813,04,021
"Santa Cruz County, Arizona",47250,22651,24599,35779,216,108,416,27,10024,680,344,336,8116,39134,0.4662,17900,19192,34992,14469,20662,27087,33997,,12783,13123,04,023
"Yavapai County, Arizona",213689,104595,109094,196410,1188,4094,1783,15,5529,4670,780,3890,183987,29702,0.4362,25068,25763,27403,13373,23948,16727,30278,,12790,16005,04,025
"Yuma County, Arizona",201453,102508,98945,154867,4123,2569,2428,335,32075,5056,1697,3359,79183,122270,0.4312,18887,20164,28975,13311,19533,11591,24895,12333,13812,12700,04,027
"Arkansas County, Arkansas",18861,9084,9777,13643,4842,34,79,16,29,218,48,170,18312,549,0.4663,23237,26171,26656,8131,15516,44847,21127,,,10928,05,001
"Ashley County, Arkansas",21437,10328,11109,15124,5588,51,5,0,476,193,21,172,20363,1074,0.4573,19739,22626,22272,22691,12852,10516,31400,-666666666,13596,10126,05,003
"Baxter County, Arkansas",41154,19747,21407,39830,115,197,219,8,190,595,51,544,40394,760,0.4395,21693,21907,22030,15998,6490,14418,15970,,24963,13839,05,005
"Benton County, Arkansas",232611,115108,117503,204379,3131,3595,7606,674,7053,6173,678,5495,195790,36821,0.4370,27522,28040,30490,13686,27397,21763,34730,10748,17974,17634,05,007
"Boone County, Arkansas",37169,18104,19065,35846,60,344,200,0,24,695,50,645,36373,796,0.4486,21348,21529,21692,13270,4695,17210,19755,-666666666,70450,14271,05,009
"Bradley County, Arkansas",11316,5538,5778,6835,3240,19,0,0,1160,62,0,62,9765,1551,0.4891,20243,25066,25493,10645,13973,,-666666666,-666666666,9030,6366,05,011
"Calhoun County, Arkansas",5266,2740,2526,3895,1303,0,11,0,2,55,0,55,5221,45,0.4337,19755,22664,22781,10807,11767,-666666666,,-666666666,,7082,05,013
"Carroll County, Arkansas",27626,13403,14223,25845,225,273,76,16,527,664,66,598,23793,3833,0.4315,20604,21051,22206,12283,6198,18831,17618,,9767,17865,05,015
"Chicot County, Arkansas",11489,5612,5877,4844,6202,82,26,0,305,30,0,30,10895,594,0.5465,19311,28346,29238,9476,12961,11816,30596,-666666666,4914,30243,05,017
"Clark County, Arkansas",22800,10794,12006,16706,5496,32,140,0,102,324,26,298,21826,974,0.4804,18709,20559,21060,10739,14346,14481,5576,-666666666,1002,8986,05,019
"Clay County, Arkansas",15577,7710,7867,15101,14,31,14,0,159,258,5,253,15324,253,0.4192,18434,18624,18596,14151,17671,31516,,-666666666,9636,10534,05,021
"Cleburne County, Arkansas",25793,12857,12936,25026,112,124,58,0,115,358,0,358,25203,590,0.4735,24297,24576,24882,8818,2766,33791,17181,-666666666,13757,12757,05,023
"Cleveland County, Arkansas",8597,4284,4313,7367,996,29,16,0,18,171,0,171,8524,73,0.4447,21666,23447,23535,8892,11772,43886,,-666666666,,3094,05,025
"Columbia County, Arkansas",24400,11609,12791,14641,8784,75,156,0,312,432,335,97,23783,617,0.4634,19893,25522,25742,6844,11265,20681,22149,-666666666,10975,10022,05,027
"Conway County, Arkansas",21175,10488,10687,18145,2502,164,13,0,6,345,6,339,20388,787,0.4646,21742,22112,22755,7695,19227,26504,,-666666666,,18894,05,029
"Craighead County, Arkansas",99835,48723,51112,82354,13588,394,1171,156,646,1526,172,1354,95290,4545,0.4831,23244,25696,26392,10071,10702,22154,22204,8277,7455,11921,05,031
"Crawford County, Arkansas",61825,30361,31464,56515,871,983,984,0,559,1913,27,1886,57838,3987,0.4281,20104,20601,21131,11533,12477,16860,16227,-666666666,9241,15719,05,033
"Crittenden County, Arkansas",50172,23750,26422,23000,25693,73,99,112,409,786,74,712,49078,1094,0.4558,19732,27891,28131,16786,12621,26885,38989,37344,17424,9007,05,035
"Cross County, Arkansas",17595,8427,9168,13221,3943,53,106,0,44,228,2,226,17302,293,0.4468,18919,21110,21044,22729,12346,16515,14250,-666666666,,8750,05,037
"Dallas County, Arkansas",7954,3984,3970,4422,3306,0,159,0,32,35,0,35,7752,202,0.4288,18261,21519,21885,6718,14532,-666666666,12363,-666666666,,,05,039
"Desha County, Arkansas",12602,5847,6755,6209,6097,24,0,0,103,169,84,85,12027,575,0.5270,19300,26806,27731,9503,12051,,-666666666,-666666666,9962,12582,05,041
"Drew County, Arkansas",18705,9052,9653,12961,5377,31,10,0,117,209,0,209,18194,511,0.4840,17433,20627,20995,9852,10214,19252,22800,-666666666,15056,5924,05,043
"Faulkner County, Arkansas",117804,57760,60044,99701,12972,415,1400,20,971,2325,82,2243,113107,4697,0.4410,24703,26172,26575,16233,17246,17740,13952,,27340,10136,05,045
"Franklin County, Arkansas",17960,8917,9043,17093,173,314,59,0,16,305,17,288,17500,460,0.4332,20021,20285,20653,4559,14558,13909,13753,-666666666,16725,15997,05,047
"Fulton County, Arkansas",12218,6035,6183,11854,22,70,148,0,0,124,0,124,12086,132,0.4105,19216,19200,19272,11275,2600,16696,,-666666666,-666666666,12556,05,049
"Garland County, Arkansas",96804,46955,49849,82155,8024,611,838,26,3294,1856,38,1818,91869,4935,0.4763,23514,25192,25439,9149,13290,19168,36396,,8785,15087,05,051
"Grant County, Arkansas",18014,8832,9182,17064,459,75,63,3,176,174,25,149,17575,439,0.4040,22065,22576,22812,7215,12948,5712,25859,,9540,14716,05,053
"Greene County, Arkansas",42970,21256,21714,41459,362,107,41,24,317,660,51,609,41918,1052,0.4287,20188,20450,20585,11218,12012,13051,2488,,8112,16537,05,055
"Hempstead County, Arkansas",22419,10618,11801,14841,6629,55,4,0,320,570,132,438,19643,2776,0.4633,17866,19694,21622,8905,12954,31700,,-666666666,12630,29146,05,057
"Hot Spring County, Arkansas",33277,16977,16300,28644,3935,159,41,0,89,409,8,401,32263,1014,0.4241,19819,20730,21025,11895,14057,15595,,-666666666,1337,18441,05,059
"Howard County, Arkansas",13685,6649,7036,9398,2968,119,4,0,1126,70,2,68,12276,1409,0.4683,20341,23845,24273,9608,14185,8035,,-666666666,9305,10421,05,061
"Independence County, Arkansas",36861,18109,18752,34874,926,238,117,0,178,528,29,499,34678,2183,0.4578,20222,20488,21211,10061,16141,14417,25839,-666666666,35213,6116,05,063
"Izard County, Arkansas",13522,6935,6587,12939,151,62,81,91,35,163,7,156,13295,227,0.4442,18650,19186,19296,9543,3342,1742,2109,,306,17085,05,065
"Jackson County, Arkansas",17746,8857,8889,14208,2959,95,69,0,93,322,4,318,17269,477,0.4469,15860,17630,17935,5706,8408,31112,9214,-666666666,5656,6130,05,067
"Jefferson County, Arkansas",74655,36707,37948,31287,41448,128,613,109,249,821,49,772,73328,1327,0.4732,19847,25497,25921,8775,15628,4652,32834,4136,10328,15211,05,069
"Johnson County, Arkansas",25791,12713,13078,23793,489,131,228,44,442,664,156,508,22457,3334,0.4784,18993,19706,19777,17603,9510,15091,12394,,13654,7542,05,071
"Lafayette County, Arkansas",7391,3570,3821,4551,2787,0,14,0,0,39,2,37,7253,138,0.4594,17707,21819,21915,18581,10996,-666666666,40514,-666666666,-666666666,9233,05,073
"Lawrence County, Arkansas",17163,8437,8726,16716,137,61,0,0,8,241,3,238,16973,190,0.4238,17064,17089,17218,5738,6500,37510,-666666666,-666666666,12825,16300,05,075
"Lee County, Arkansas",10151,5692,4459,4283,5744,9,0,0,94,21,0,21,9931,220,0.4856,13297,19532,19604,12795,8735,,-666666666,-666666666,9527,6229,05,077
"Lincoln County, Arkansas",14113,8605,5508,9447,4172,72,0,0,207,215,14,201,13628,485,0.5077,14501,18221,18521,7816,6929,11140,-666666666,-666666666,9901,3550,05,079
"Little River County, Arkansas",12852,6396,6456,9558,2630,132,0,0,292,240,13,227,12468,384,0.4214,20073,22283,22275,11076,13770,23827,-666666666,-666666666,8168,13573,05,081
"Logan County, Arkansas",22129,10985,11144,20635,400,259,433,0,188,214,29,185,21585,544,0.4596,20114,19637,19727,9122,10271,41210,46227,-666666666,555,23266,05,083
"Lonoke County, Arkansas",70118,34532,35586,62852,4319,313,451,0,908,1275,139,1136,67527,2591,0.3871,23339,24308,24569,14870,14754,12368,18900,-666666666,15017,14830,05,085
"Madison County, Arkansas",15696,7826,7870,14956,59,67,80,0,108,426,12,414,14888,808,0.4481,19930,20143,20650,9423,16946,26469,21810,-666666666,12067,13449,05,087
"Marion County, Arkansas",16534,8204,8330,15979,44,110,121,0,59,221,15,206,16184,350,0.4025,17429,17533,17665,8460,7966,30719,9826,-666666666,7669,11962,05,089
"Miller County, Arkansas",43537,21450,22087,31251,10772,161,87,0,216,1050,117,933,42315,1222,0.4337,20853,23340,23534,14421,14610,22987,5707,-666666666,24833,10989,05,091
"Mississippi County, Arkansas",45385,22082,23303,28513,15651,83,134,9,309,686,0,686,43682,1703,0.4688,18732,22207,22605,12202,12632,17754,41506,,8448,13651,05,093
"Monroe County, Arkansas",7855,3778,4077,4431,3265,8,17,0,35,99,11,88,7701,154,0.4905,17571,22477,22734,9242,11059,,,-666666666,1849,16884,05,095
"Montgomery County, Arkansas",9296,4596,4700,8776,65,132,60,0,65,198,0,198,8959,337,0.4202,18698,18966,19227,8783,20822,19461,10500,-666666666,13377,9847,05,097
"Nevada County, Arkansas",8877,4363,4514,5978,2712,27,121,0,0,39,0,39,8610,267,0.4563,18254,21057,21876,2713,12626,24593,7840,-666666666,-666666666,7818,05,099
"Newton County, Arkansas",8131,4077,4054,7755,4,75,9,0,0,288,7,281,8053,78,0.4478,18127,18166,18289,6547,,16005,,-666666666,-666666666,18272,05,101
"Ouachita County, Arkansas",25421,12089,13332,14580,10115,40,54,0,42,590,4,586,24952,469,0.4582,19358,23842,24226,10492,13212,14975,38602,-666666666,13462,12870,05,103
"Perry County, Arkansas",10350,5171,5179,9784,311,20,10,0,111,114,0,114,10075,275,0.4287,22534,23266,23588,6341,9193,,,-666666666,9254,10461,05,105
"Phillips County, Arkansas",20847,9839,11008,7606,12908,17,25,0,13,278,0,278,20535,312,0.5069,17848,26243,26354,22784,13199,,44952,-666666666,,1861,05,107
"Pike County, Arkansas",11187,5518,5669,10026,327,8,51,0,533,242,8,234,10451,736,0.4508,18695,19573,19642,10003,19801,,10920,-666666666,7342,7988,05,109
"Poinsett County, Arkansas",24359,11966,12393,21807,1919,75,11,0,225,322,3,319,23754,605,0.4259,17110,17804,17952,6485,13035,25136,,-666666666,2979,2187,05,111
"Polk County, Arkansas",20454,9966,10488,18949,46,324,78,0,508,549,34,515,19213,1241,0.4558,19412,20049,20406,9966,11822,12703,26138,-666666666,9044,10675,05,113
"Pope County, Arkansas",62687,31290,31397,56921,1969,296,397,0,1150,1954,89,1865,57880,4807,0.4377,20465,21065,21545,11602,14710,13860,28318,-666666666,11927,13192,05,115
"Prairie County, Arkansas",8475,4165,4310,7321,1048,6,13,0,15,72,2,70,8387,88,0.4121,18977,19976,20122,5207,12770,,,-666666666,,7589,05,117
"Pulaski County, Arkansas",388752,186547,202205,230370,138101,1291,8139,109,3334,7408,513,6895,365907,22845,0.4810,27506,34312,35976,14684,17269,24328,27660,42687,12986,13360,05,119
"Randolph County, Arkansas",17794,8691,9103,17160,128,50,6,1,113,336,0,336,17485,309,0.4552,19528,19850,19972,5888,14422,11874,,,5527,10825,05,121
"St. Francis County, Arkansas",27642,15171,12471,12228,14261,111,57,14,474,497,11,486,26462,1180,0.4704,16076,20362,20884,12893,12894,9149,,,10764,7943,05,123
"Saline County, Arkansas",111811,54977,56834,101651,6079,437,929,14,646,2055,201,1854,107369,4442,0.3818,26179,26901,27265,16188,21874,18925,21953,,14270,10209,05,125
"Scott County, Arkansas",11024,5577,5447,9866,29,119,355,0,288,367,0,367,10212,812,0.4451,18525,18341,18942,7085,366,13152,36363,-666666666,7767,17838,05,127
"Searcy County, Arkansas",8036,4048,3988,7721,26,75,65,0,0,149,2,147,7891,145,0.4383,17590,18004,17976,18362,6912,8267,-666666666,-666666666,-666666666,10356,05,129
"Sebastian County, Arkansas",126801,62180,64621,104542,7710,1551,5561,119,1813,5505,563,4942,110471,16330,0.4991,23768,25472,27382,12885,13913,21352,22029,12697,13778,11176,05,131
"Sevier County, Arkansas",17250,8543,8707,11255,817,262,87,0,4453,376,19,357,11744,5506,0.4064,16266,19112,20180,9817,13808,17415,9215,-666666666,10333,7495,05,133
"Sharp County, Arkansas",17117,8401,8716,16417,57,78,216,14,51,284,53,231,16793,324,0.4103,16906,16993,17131,12679,12975,10401,16511,,23935,14270,05,135
"Stone County, Arkansas",12531,6241,6290,12350,19,10,42,0,20,90,0,90,12339,192,0.4937,19985,20135,20215,14264,,,22129,-666666666,,4403,05,137
"Union County, Arkansas",40954,19786,21168,26552,13496,226,225,0,62,393,67,326,39489,1465,0.4719,21911,25853,26760,8352,14646,16890,13889,-666666666,9597,14441,05,139
"Van Buren County, Arkansas",17090,8516,8574,16347,147,81,15,0,117,383,15,368,16606,484,0.4571,18727,19141,19226,13944,7624,15753,19020,-666666666,8005,9203,05,141
"Washington County, Arkansas",212238,106170,106068,166745,7287,2352,5152,4671,20579,5452,803,4649,178498,33740,0.4924,24018,26954,28069,11290,14039,16373,21308,8434,10486,17850,05,143
"White County, Arkansas",78275,38540,39735,71425,3390,146,377,20,1095,1822,155,1667,75142,3133,0.4667,22132,22962,23254,11524,11274,10323,27537,,13234,15071,05,145
"Woodruff County, Arkansas",7094,3415,3679,4951,1937,10,0,8,20,168,4,164,7053,41,0.4767,17296,19518,19578,6568,12420,,-666666666,,,7705,05,147
"Yell County, Arkansas",21934,10965,10969,18599,246,56,163,0,2720,150,74,76,17763,4171,0.4342,18170,19324,20002,11377,9089,18448,10123,-666666666,11770,14665,05,149
"Alameda County, California",1559308,763965,795343,707017,184785,9315,424061,12923,126476,94731,19007,75724,1206808,352500,0.4692,36439,44253,52729,19694,25935,27534,37029,24597,18562,22319,06,001
"Alpine County, California",1202,665,537,854,11,208,12,14,34,69,6,63,1116,86,0.4036,24375,30485,30853,8714,,9915,17833,14471,5376,8738,06,003
"Amador County, California",37159,19966,17193,32551,812,744,501,80,1191,1280,125,1155,32435,4724,0.4568,27373,29341,30781,12130,3085,25790,21239,23270,8100,14234,06,005
"Butte County, California",221578,109745,111833,185077,3248,2667,9384,370,6586,14246,1758,12488,188610,32968,0.4713,24430,26401,27744,14496,14351,17659,16175,19697,13885,12818,06,007
"Calaveras County, California",44921,22257,22664,41129,292,361,526,131,671,1811,192,1619,40020,4901,0.4354,29296,30478,31834,17790,21003,14436,22098,11264,24448,11938,06,009
