NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Colusa County, California",21424,11156,10268,17439,198,286,283,19,2407,792,259,533,9269,12155,0.4335,22211,23566,35659,12829,38669,22947,34525,28637,13895,8703,06,011
"Contra Costa County, California",1081232,527174,554058,671384,97035,5482,161381,5133,77416,63401,10490,52911,813373,267859,0.4618,38770,44691,52429,19974,26074,26938,40059,24277,18132,19622,06,013
"Del Norte County, California",28066,15563,12503,21437,1007,1407,602,46,1103,2464,70,2394,22835,5231,0.4621,19424,21654,24664,6771,13658,20275,9071,19259,9472,8882,06,015
"El Dorado County, California",181465,90744,90721,158367,1781,1629,6885,191,6368,6244,681,5563,159054,22411,0.4530,35128,36539,38017,19284,26793,22418,42431,16013,14608,18488,06,017
"Fresno County, California",948844,473427,475417,555967,48276,9890,92096,1710,201491,39414,13517,25897,462930,485914,0.4726,20231,24334,33206,12894,15587,15166,19804,13754,11940,12964,06,019
"Glenn County, California",28019,14204,13815,23858,249,560,658,106,1740,848,334,514,17113,10906,0.4897,21698,23347,29551,12159,17853,15445,7166,15725,12483,11508,06,021
"Humboldt County, California",134876,67533,67343,110595,1755,7514,3057,422,4218,7315,1056,6259,120936,13940,0.4576,23516,25307,26005,13877,16191,15675,20528,16524,13036,13938,06,023
"Imperial County, California",177026,90736,86290,120826,5205,2477,2623,152,37347,8396,4419,3977,32936,144090,0.4590,16409,18114,32464,13861,12823,15275,24535,4989,12460,9659,06,025
"Inyo County, California",18439,9268,9171,15267,202,2005,250,59,303,353,43,310,14709,3730,0.4315,27028,28843,31722,18055,11164,18760,18766,24586,19742,17071,06,027
"Kern County, California",857730,440712,417018,632452,48412,10612,37886,1078,97625,29665,8491,21174,425360,432370,0.4562,20467,21900,31027,12921,15662,17326,25160,14268,14445,12944,06,029
"Kings County, California",151390,84233,67157,106922,9843,2022,5530,351,20287,6435,1783,4652,72479,78911,0.4479,18518,20303,29330,11706,16328,14727,23079,16003,11924,10397,06,031
"Lake County, California",64209,32299,31910,51591,1497,2276,767,172,5999,1907,331,1576,52608,11601,0.4604,21310,23181,23967,13353,11021,11936,30642,23881,12160,14762,06,033
"Lassen County, California",33356,22357,10999,24131,2905,1167,510,232,3338,1073,395,678,27316,6040,0.4210,19847,24535,25911,6633,6337,13617,7361,11417,4632,12859,06,035
"Dearborn County, Indiana",49840,24807,25033,48486,357,159,231,40,227,340,8,332,49284,556,0.4151,27746,28103,28189,16753,14912,12671,25152,,17071,7586,18,029
"Decatur County, Indiana",26112,12853,13259,25177,321,0,137,0,180,297,99,198,25647,465,0.3836,22609,22746,22818,12283,16633,-666666666,61615,-666666666,10453,6842,18,031
"DeKalb County, Indiana",42321,21071,21250,41049,68,27,181,0,259,737,42,695,41244,1077,0.4077,23768,24029,23994,22572,20672,14581,12823,-666666666,21499,13356,18,033
"Delaware County, Indiana",117441,56296,61145,104481,6300,239,1389,10,695,4327,124,4203,115128,2313,0.4674,21360,22439,22598,13097,13964,15480,14258,,14399,9717,18,035
"Dubois County, Indiana",42170,20998,21172,40688,147,69,157,0,763,346,55,291,39506,2664,0.4042,25841,26507,27149,11461,7337,,5646,-666666666,8730,5123,18,037
"Elkhart County, Indiana",199544,98488,101056,172004,11492,283,2030,86,8141,5508,959,4549,170394,29150,0.4146,21403,22763,24348,11065,12371,17002,27605,15528,13361,7678,18,039
"Fayette County, Indiana",23955,11794,12161,23204,403,0,105,0,49,194,0,194,23721,234,0.4374,19633,19839,19911,12935,13784,-666666666,14181,-666666666,19047,10339,18,041
"Floyd County, Indiana",75431,36590,38841,68342,3638,176,826,0,648,1801,46,1755,73321,2110,0.4401,27449,28499,28707,14856,19229,17887,32796,-666666666,11827,8277,18,043
"Fountain County, Indiana",17002,8446,8556,16572,74,61,19,0,55,221,64,157,16600,402,0.3935,23153,23510,23636,13147,15336,5467,29800,-666666666,13695,5624,18,045
"Franklin County, Indiana",22980,11514,11466,22540,46,35,116,0,54,189,25,164,22744,236,0.3964,23741,23815,23883,15372,14741,25523,8828,-666666666,30104,24067,18,047
"Fulton County, Indiana",20638,10314,10324,19601,217,110,63,9,421,217,52,165,19677,961,0.4252,21523,21775,21946,12141,19836,17858,85059,,10902,3867,18,049
"Gibson County, Indiana",33586,16786,16800,31926,583,31,83,0,285,678,2,676,33093,493,0.4087,24256,24786,24876,17567,20306,6523,21902,-666666666,21755,4864,18,051
"Grant County, Indiana",69313,33287,36026,61655,4598,82,467,0,362,2149,186,1963,66656,2657,0.4293,20442,21177,21252,16606,15262,20700,20469,-666666666,14485,11450,18,053
"Greene County, Indiana",32978,16393,16585,32332,95,3,150,63,83,252,3,249,32604,374,0.4269,22491,22683,22776,13175,12715,,17888,,14225,9837,18,055
"Hamilton County, Indiana",289722,141509,148213,254565,10115,343,14834,39,2806,7020,902,6118,279223,10499,0.4282,40012,40929,41294,24310,32246,22827,46218,,20968,13427,18,057
"Hancock County, Indiana",70851,34618,36233,67613,1388,263,422,17,81,1067,135,932,69508,1343,0.3861,28722,29091,29069,27842,16274,5302,34255,,4454,27023,18,059
"Harrison County, Indiana",39216,19722,19494,38227,218,38,165,0,92,476,62,414,38570,646,0.3941,24469,24610,24763,10792,22179,42403,49338,-666666666,1816,8517,18,061
"Hendricks County, Indiana",150977,75210,75767,135302,8269,206,3347,42,1084,2727,506,2221,146017,4960,0.3758,30018,30818,31213,21914,26208,15816,21793,,26412,14563,18,063
"Henry County, Indiana",49227,25394,23833,46816,794,119,208,6,291,993,33,960,48465,762,0.4326,20165,20839,20950,5412,8264,19202,15807,,6263,2942,18,065
"Howard County, Indiana",82914,40037,42877,73230,5845,232,1035,55,647,1870,160,1710,80514,2400,0.4434,23897,24815,25077,13787,17603,26846,28317,4340,20252,6626,18,067
"Huntington County, Indiana",36959,18188,18771,35853,255,75,287,3,99,387,79,308,36256,703,0.3900,22875,23145,23270,12747,8479,29556,14679,,15540,14153,18,069
"Jackson County, Indiana",43127,21579,21548,40153,262,112,506,0,1435,659,133,526,40527,2600,0.3931,22556,23116,23454,11301,13504,15635,31479,-666666666,12625,7961,18,071
"Jasper County, Indiana",33443,16570,16873,32523,325,63,78,0,94,360,12,348,31550,1893,0.3716,24501,24839,25387,15126,14324,,4008,-666666666,19049,10079,18,073
"Jay County, Indiana",21279,10434,10845,20919,105,31,43,0,4,177,0,177,20665,614,0.3971,19812,19932,20189,10813,8598,23635,43037,-666666666,,6024,18,075
"Jefferson County, Indiana",32447,15676,16771,30836,673,50,272,0,276,340,42,298,31674,773,0.4049,22218,22746,22951,8221,10256,24952,21894,-666666666,5964,11008,18,077
"Jennings County, Indiana",28223,14155,14068,27409,279,0,54,0,155,326,32,294,27600,623,0.4038,20812,21113,21323,9832,8373,-666666666,7252,-666666666,17300,10085,18,079
"Johnson County, Indiana",143789,70764,73025,134480,2700,253,2753,14,1274,2315,670,1645,139073,4716,0.4137,28500,29215,29506,13265,20348,9580,23777,,9779,12300,18,081
"Knox County, Indiana",38181,19281,18900,36032,1200,11,179,80,281,398,38,360,37521,660,0.4281,21801,22363,22498,13667,9743,,13452,,20013,17264,18,083
"Kosciusko County, Indiana",77790,38820,38970,72008,612,241,962,0,2969,998,284,714,71832,5958,0.4214,25531,26554,27014,12419,11807,7847,20262,-666666666,11992,9757,18,085
"LaGrange County, Indiana",37759,19042,18717,36924,21,9,68,0,73,664,161,503,36339,1420,0.4157,19863,20056,20362,10592,9671,,18509,-666666666,18044,10029,18,087
"Lake County, Indiana",493140,238275,254865,305599,124511,1721,6260,164,42620,12265,4192,8073,407333,85807,0.4461,24294,28630,29842,16782,17283,19224,37339,5138,15871,10991,18,089
"LaPorte County, Indiana",111293,57672,53621,94111,11765,283,587,29,1711,2807,411,2396,104872,6421,0.4325,23074,25386,26011,11706,10317,15279,20841,24845,12291,6808,18,091
"Lawrence County, Indiana",45970,22747,23223,44568,170,69,270,0,292,601,46,555,45315,655,0.4191,23046,23303,23341,14929,15637,38946,23192,-666666666,12653,9224,18,093
"Madison County, Indiana",130688,65321,65367,115204,9413,210,559,57,1612,3633,168,3465,126201,4487,0.4285,22049,23390,23716,11047,13668,10226,16003,3484,11634,7757,18,095
"Marion County, Indiana",919336,442866,476470,580939,247316,2361,20765,327,41857,25771,2796,22975,831165,88171,0.4730,24145,28803,29844,12803,17098,14569,23749,13261,10323,10558,18,097
"Marshall County, Indiana",47032,23472,23560,43837,380,142,262,20,1762,629,128,501,42812,4220,0.4160,22580,23275,23875,10245,15139,21389,34053,,9445,11475,18,099
"Martin County, Indiana",10294,5171,5123,10067,19,29,62,16,7,94,0,94,10255,39,0.4061,23038,23366,23350,19121,,5634,,,,5419,18,101
"Miami County, Indiana",36394,19626,16768,33187,1819,376,66,32,274,640,176,464,35457,937,0.4158,21209,21780,21851,11217,16235,16098,4261,,9242,16219,18,103
"Monroe County, Indiana",141101,70032,71069,122835,4155,528,8404,35,1234,3910,283,3627,136655,4446,0.5106,23837,25148,25434,12441,20237,23921,14427,39509,11810,10339,18,105
"Montgomery County, Indiana",38183,19257,18926,36732,405,86,168,5,323,464,44,420,36455,1728,0.3998,22392,22609,23113,9847,14280,15931,62935,22420,10303,7223,18,107
"Morgan County, Indiana",69343,34369,34974,67620,218,43,426,0,214,822,67,755,68423,920,0.3960,25245,25606,25718,13779,13573,4819,13295,-666666666,17378,8009,18,109
"Newton County, Indiana",14140,7134,7006,13782,28,20,35,12,81,182,4,178,13356,784,0.4151,24389,24804,25540,10518,31671,,5737,,9864,5342,18,111
"Noble County, Indiana",47497,23749,23748,45824,163,31,277,4,529,669,112,557,42846,4651,0.4012,22821,22895,23798,15596,15015,16113,13814,,31332,16840,18,113
"Ohio County, Indiana",6073,3004,3069,5927,112,0,0,0,6,28,0,28,6045,28,0.3841,23906,24009,24016,22421,19780,-666666666,-666666666,-666666666,,,18,115
"Orange County, Indiana",19756,9832,9924,19134,285,30,23,0,74,210,0,210,19526,230,0.4010,19023,19128,19255,4971,22867,10637,10778,-666666666,7922,10289,18,117
"Owen County, Indiana",21321,10790,10531,20835,128,84,81,0,62,131,0,131,21088,233,0.3954,21636,21748,21849,10846,10020,11112,13675,-666666666,10597,31963,18,119
"Parke County, Indiana",17200,8117,9083,16585,386,45,15,38,6,125,0,125,16976,224,0.4547,22131,22596,22768,9305,2339,26484,6313,,14000,13685,18,121
"Perry County, Indiana",19452,10440,9012,18475,585,6,55,0,75,256,56,200,19228,224,0.4017,21050,21909,21936,9227,1243,,13478,-666666666,17713,7120,18,123
"Pike County, Indiana",12733,6391,6342,12652,23,0,29,0,0,29,10,19,12724,9,0.3922,22974,22975,22991,,13435,-666666666,38724,-666666666,-666666666,14410,18,125
"Porter County, Indiana",165819,81521,84298,153218,5722,513,2352,43,1704,2267,321,1946,150890,14929,0.4145,29043,29730,30705,18628,18400,16083,33667,19649,19309,15113,18,127
"Posey County, Indiana",25641,12731,12910,24803,287,0,66,0,222,263,16,247,25380,261,0.4295,29426,29994,30023,11546,24009,-666666666,8591,-666666666,9130,4203,18,129
"Pulaski County, Indiana",13130,6637,6493,12727,54,7,51,0,66,225,0,225,12778,352,0.4202,21725,22024,22183,11977,19924,,5418,-666666666,13948,10838,18,131
"Putnam County, Indiana",37728,20016,17712,35218,1525,162,394,0,103,326,28,298,37081,647,0.3874,21541,22764,22972,5941,1260,20973,8567,-666666666,4439,5719,18,133
"Randolph County, Indiana",25801,12625,13176,25012,106,25,9,0,240,409,10,399,24993,808,0.4536,22386,22805,23031,11081,13035,18604,30344,-666666666,4747,9592,18,135
"Ripley County, Indiana",28601,13946,14655,27814,137,38,229,0,132,251,23,228,28141,460,0.3842,23206,23420,23526,14396,15972,42616,11190,-666666666,26820,9502,18,137
"Rush County, Indiana",17147,8507,8640,16704,161,0,27,0,75,180,17,163,16939,208,0.4176,23872,24024,24025,32765,16104,-666666666,,-666666666,10004,25979,18,139
"St. Joseph County, Indiana",266916,129133,137783,212899,34549,1085,5152,111,5309,7811,1220,6591,246288,20628,0.4591,24039,26484,27343,12725,13560,16386,29135,22400,13416,8707,18,141
"Scott County, Indiana",23897,11871,12026,23360,133,33,17,0,109,245,17,228,23504,393,0.4263,21575,21797,21915,11825,3013,,,-666666666,15497,10005,18,143
"Shelby County, Indiana",44428,21793,22635,41793,507,138,299,48,1276,367,27,340,42744,1684,0.3800,24200,24825,24823,14685,11276,5540,36369,,10768,14609,18,145
"Spencer County, Indiana",20893,10589,10304,20050,146,62,108,17,418,92,12,80,20348,545,0.3881,24346,24676,24744,11372,30351,32800,8124,,13287,6555,18,147
"Starke County, Indiana",23215,11383,11832,22283,109,23,96,0,326,378,160,218,22422,793,0.4163,20292,20602,20612,17130,6647,8739,10273,-666666666,17879,11262,18,149
"Steuben County, Indiana",34190,17273,16917,31736,235,94,485,8,42,1590,0,1590,33131,1059,0.4057,24345,25108,25564,11486,11360,13422,22898,,8771,12651,18,151
"Sullivan County, Indiana",21227,11588,9639,19885,1124,24,25,0,73,96,0,96,20881,346,0.4187,20193,21403,21621,8261,61,43963,,-666666666,17568,5709,18,153
"Switzerland County, Indiana",10514,5383,5131,10222,24,12,15,0,110,131,0,131,10350,164,0.3779,19255,19513,19534,13841,25350,,,-666666666,12943,4831,18,155
"Tippecanoe County, Indiana",178135,90913,87222,152528,7761,170,12244,51,1662,3719,518,3201,164238,13897,0.4735,23337,24430,25260,13919,14753,21759,20752,427,13123,9867,18,157
"Tipton County, Indiana",15688,7803,7885,15289,43,0,14,47,122,173,19,154,15300,388,0.3870,26350,26598,26908,10236,22228,-666666666,,28385,16932,11947,18,159
"Union County, Indiana",7382,3704,3678,7124,20,5,52,0,2,179,27,152,7350,32,0.3758,21805,21750,21737,13391,1250,,70862,-666666666,,10668,18,161
"Vanderburgh County, Indiana",180877,87455,93422,155829,16454,425,1845,136,1649,4539,281,4258,176613,4264,0.4528,24426,26152,26296,13722,13242,19726,28520,4304,9216,10609,18,163
"Vermillion County, Indiana",15952,7851,8101,15681,40,62,41,0,19,109,0,109,15792,160,0.4326,23475,23562,23703,9471,42185,10702,48393,-666666666,,6035,18,165
"Vigo County, Indiana",108264,54915,53349,94863,7044,253,2065,6,909,3124,281,2843,105629,2635,0.4639,21766,22404,22403,17109,13304,9360,50823,,10026,6676,18,167
"Wabash County, Indiana",32492,15805,16687,31189,176,269,122,0,414,322,42,280,31764,728,0.4066,21943,22260,22308,17274,514,21308,18838,-666666666,17915,9788,18,169
"Warren County, Indiana",8421,4242,4179,8236,9,23,13,0,56,84,0,84,8326,95,0.4106,28574,28851,28890,12955,,,,-666666666,6525,16498,18,171
"Warrick County, Indiana",60538,29770,30768,57344,905,130,1060,15,255,829,37,792,59531,1007,0.4137,30197,30364,30429,21167,16244,27147,50708,,20862,9264,18,173
"Washington County, Indiana",28017,13917,14100,27517,107,30,35,0,26,302,38,264,27659,358,0.4021,20317,20477,20542,12519,3417,,,-666666666,,13565,18,175
"Wayne County, Indiana",68360,33212,35148,61682,3151,23,681,0,842,1981,61,1920,66546,1814,0.4548,21130,21781,22013,8664,17254,5904,32333,-666666666,14219,6291,18,177
"Wells County, Indiana",27732,13613,14119,27057,88,53,147,0,98,289,4,285,27094,638,0.3968,24126,24390,24621,11955,8219,23066,26229,-666666666,9054,8511,18,179
"White County, Indiana",24485,12057,12428,23296,45,34,66,0,617,427,99,328,22677,1808,0.3928,24116,24558,25288,11687,2993,4541,16588,-666666666,17322,14817,18,181
"Whitley County, Indiana",33307,16726,16581,32235,108,125,86,0,240,513,14,499,32719,588,0.3867,26120,26529,26570,16242,13559,31589,14831,-666666666,10478,10966,18,183
"Adair County, Iowa",7543,3732,3811,7447,36,4,24,0,0,32,0,32,7429,114,0.3919,25657,25801,25735,28927,11833,14100,19908,-666666666,-666666666,13306,19,001
"Adams County, Iowa",3937,1953,1984,3837,32,1,8,0,9,50,7,43,3898,39,0.4079,25169,25585,25654,11810,9116,,,-666666666,,4812,19,003
"Allamakee County, Iowa",14152,7201,6951,13697,73,15,69,1,49,248,0,248,13383,769,0.4119,25622,25981,26852,10150,6766,26847,9277,,16759,17396,19,005
"Appanoose County, Iowa",12754,6314,6440,12452,42,5,31,0,13,211,10,201,12557,197,0.4358,22744,22953,23113,14236,10440,,33797,-666666666,30008,11278,19,007
"Audubon County, Iowa",5935,2873,3062,5810,12,35,13,0,0,65,11,54,5893,42,0.4745,30714,30969,31041,,,,4008,-666666666,-666666666,33769,19,009
"Benton County, Iowa",25895,12978,12917,25194,162,7,44,0,189,299,53,246,25581,314,0.3884,28177,28723,28808,11439,5564,28543,19455,-666666666,10047,7192,19,011
"Black Hawk County, Iowa",131947,64336,67611,113211,12200,290,2265,10,1201,2770,502,2268,126733,5214,0.4297,24771,26468,26775,14903,13007,13668,27950,,18556,8595,19,013
"Boone County, Iowa",26326,13185,13141,25635,270,85,136,0,14,186,0,186,25752,574,0.4099,27160,27557,27936,11709,2079,22602,30512,-666666666,20143,9028,19,015
"Bremer County, Iowa",24481,12096,12385,23710,268,40,135,70,60,198,50,148,24191,290,0.4223,29632,29996,30095,19299,16557,13328,33390,,53772,7719,19,017
"Buchanan County, Iowa",20947,10421,10526,20458,112,43,112,0,71,151,6,145,20669,278,0.4258,28193,28635,28729,14848,14421,5512,12523,-666666666,7017,6638,19,019
"Buena Vista County, Iowa",20460,10451,10009,16533,533,31,1270,315,1281,497,184,313,15535,4925,0.4282,23707,25728,28975,12589,9694,10955,21097,13184,13474,12024,19,021
"Butler County, Iowa",14966,7381,7585,14723,54,21,62,0,9,97,0,97,14812,154,0.4015,26327,26332,26438,13400,34435,,47347,-666666666,,11600,19,023
"Calhoun County, Iowa",9980,5091,4889,9617,147,59,21,0,22,114,36,78,9819,161,0.4511,26486,27087,27331,7776,7450,8420,24619,-666666666,13682,12473,19,025
"Carroll County, Iowa",20702,10103,10599,20090,293,33,27,6,117,136,79,57,20296,406,0.4263,26479,27001,27105,12405,11390,11458,16896,,11230,1492,19,027
"Cass County, Iowa",13694,6701,6993,13393,57,23,53,11,39,118,27,91,13384,310,0.4257,25555,25814,26073,11857,36435,8491,6300,,12308,6294,19,029
"Cedar County, Iowa",18434,9010,9424,17957,39,9,94,0,51,284,30,254,18120,314,0.3647,27566,27823,27929,16244,68077,,15781,-666666666,16110,12506,19,031
"Cerro Gordo County, Iowa",43707,21297,22410,41605,541,80,530,0,246,705,86,619,41923,1784,0.4442,27605,28160,28590,13762,13732,23146,27839,-666666666,17731,9256,19,033
"Cherokee County, Iowa",11982,5954,6028,11627,27,53,31,0,75,169,0,169,11639,343,0.4275,28150,28750,29263,8221,9830,9892,12994,-666666666,10340,6182,19,035
"Chickasaw County, Iowa",12329,6168,6161,12124,45,23,52,0,21,64,22,42,12046,283,0.4117,25137,25317,25557,15944,4776,29409,13575,-666666666,,6991,19,037
"Clarke County, Iowa",9284,4703,4581,8993,108,0,21,0,55,107,0,107,8254,1030,0.4584,23743,24239,25990,9049,1472,-666666666,37514,-666666666,12518,7643,19,039
"Clay County, Iowa",16555,8077,8478,15913,25,12,118,44,240,203,7,196,16069,486,0.4684,29138,29931,30057,13471,2936,5667,16882,8402,7663,8588,19,041
"Clayton County, Iowa",17900,8892,9008,17477,124,9,32,0,37,221,79,142,17578,322,0.4135,25853,26197,26403,11743,7462,12411,7294,-666666666,9222,14985,19,043
"Clinton County, Iowa",48663,23960,24703,45660,1406,199,318,0,280,800,75,725,47312,1351,0.4354,26751,27612,27772,15804,13432,15746,33952,-666666666,12571,5850,19,045
"Crawford County, Iowa",17259,8821,8438,15800,247,40,51,11,668,442,0,442,12696,4563,0.4329,23066,24094,28206,11078,7636,40858,5404,,13230,9658,19,047
"Dallas County, Iowa",72124,35472,36652,66408,801,66,2213,65,1094,1477,187,1290,67638,4486,0.4289,36677,37609,38432,20108,20056,17558,31179,,16701,16918,19,049
"Davis County, Iowa",8765,4314,4451,8641,14,7,37,0,0,66,0,66,8664,101,0.4558,23046,23156,23319,9382,,,38857,-666666666,-666666666,6617,19,051
"Decatur County, Iowa",8286,4136,4150,7915,144,51,62,9,4,101,9,92,8073,213,0.4379,19321,19815,20179,4040,6183,4641,12142,2533,,13332,19,053
"Delaware County, Iowa",17578,8780,8798,17299,35,2,10,0,7,225,10,215,17405,173,0.3824,26776,27084,27237,8202,4977,,,-666666666,39143,7365,19,055
"Des Moines County, Iowa",40265,19614,20651,36712,2386,79,140,0,99,849,3,846,39163,1102,0.4367,23724,24964,25144,17914,8662,12941,43394,-666666666,13601,11375,19,057
