NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Pointe Coupee Parish, Louisiana",22366,10791,11575,13927,7874,53,26,0,161,325,0,325,21844,522,0.4932,25670,32173,32701,13437,15526,,30788,-666666666,9665,4225,22,077
"Rapides Parish, Louisiana",132373,63960,68413,84669,42345,790,2034,52,284,2199,269,1930,128513,3860,0.4747,22904,26782,27251,14285,15091,17483,32789,53902,18721,16648,22,079
"Red River Parish, Louisiana",8757,4230,4527,5079,3271,36,6,17,53,295,26,269,8590,167,0.5482,23748,32022,32210,13026,12782,,,,,3347,22,081
"Richland Parish, Louisiana",20692,10072,10620,12874,7525,14,22,0,79,178,33,145,20275,417,0.4767,19347,24421,24711,17258,10583,,6677,-666666666,7554,29156,22,083
"Sabine Parish, Louisiana",24144,12018,12126,16992,4043,1911,93,13,76,1016,64,952,23262,882,0.4876,22725,26621,26998,16708,11588,16983,13640,,9945,14372,22,085
"St. Bernard Parish, Louisiana",44091,21801,22290,31388,9678,293,996,35,686,1015,194,821,39823,4268,0.4377,19990,22382,22869,15521,13730,12434,16691,,9115,19103,22,087
"St. Charles Parish, Louisiana",52708,25783,26925,37063,13895,120,523,14,516,577,82,495,49710,2998,0.4280,28146,32041,32578,23203,18372,23478,21441,,25579,22388,22,089
"St. Helena Parish, Louisiana",10714,5205,5509,4775,5697,120,46,0,2,74,0,74,10701,13,0.4904,19134,26097,26132,13200,13258,,29267,-666666666,,8653,22,091
"St. James Parish, Louisiana",21581,10403,11178,10486,10789,23,54,0,63,166,96,70,21259,322,0.4521,25275,32475,32724,12934,18661,,,-666666666,6011,4745,22,093
"St. John the Baptist Parish, Louisiana",43888,21472,22416,18026,24192,27,343,58,467,775,273,502,41473,2415,0.4243,22775,28798,29464,19568,18289,,21675,11703,14162,29857,22,095
"St. Landry Parish, Louisiana",83699,40138,43561,47063,34476,54,305,0,405,1396,159,1237,82096,1603,0.5131,19008,24738,24854,17530,11637,42883,15076,-666666666,15651,8822,22,097
"St. Martin Parish, Louisiana",53385,26391,26994,35215,15651,415,527,17,425,1135,30,1105,51956,1429,0.4584,23597,27770,28018,14749,15613,21466,9628,,25948,10941,22,099
"St. Mary Parish, Louisiana",53053,26204,26849,31942,16655,572,902,8,1256,1718,113,1605,49622,3431,0.4641,21989,26306,27164,16096,14956,25789,19182,,18850,12510,22,101
"St. Tammany Parish, Louisiana",246269,119732,126537,206165,28550,1103,3809,86,1919,4637,492,4145,233371,12898,0.4590,31792,33846,34617,20207,20146,16482,32312,2844,31376,16077,22,103
"Tangipahoa Parish, Louisiana",127115,61684,65431,85433,37307,459,998,17,325,2576,141,2435,122140,4975,0.4707,22554,27121,27642,17360,13207,17311,17086,,17455,10010,22,105
"Tensas Parish, Louisiana",4793,2335,2458,2096,2669,0,0,0,16,12,0,12,4710,83,0.4999,16171,24119,24805,6554,10065,-666666666,-666666666,-666666666,5875,,22,107
"Terrebonne Parish, Louisiana",113099,55881,57218,80429,21574,6068,948,63,1150,2867,48,2819,107622,5477,0.4568,24069,27407,28017,17553,15168,17658,26585,44460,24301,9599,22,109
"Union Parish, Louisiana",22460,11100,11360,16056,5745,15,32,43,279,290,64,226,21439,1021,0.4738,20090,23739,24343,9815,11176,,,,6611,5931,22,111
"Vermilion Parish, Louisiana",59524,28756,30768,48363,8421,312,1331,0,162,935,31,904,57646,1878,0.4513,23521,26005,26474,11879,12784,14725,16679,-666666666,20159,4989,22,113
"Vernon Parish, Louisiana",52101,27428,24673,39884,7476,649,886,227,1015,1964,237,1727,47335,4766,0.4220,22297,23275,23880,16875,19357,20542,27078,22651,19192,13628,22,115
"Washington Parish, Louisiana",46367,22871,23496,31155,13821,124,98,5,228,936,30,906,45427,940,0.4900,17957,21102,21351,8161,11721,20800,14397,,10135,7211,22,117
"Webster Parish, Louisiana",40335,19558,20777,25658,13895,189,101,25,52,415,60,355,39632,703,0.4804,19512,23661,23999,8061,12139,15126,8806,,10708,13798,22,119
"West Baton Rouge Parish, Louisiana",25017,12436,12581,14832,9518,69,155,0,105,338,0,338,24305,712,0.4448,27245,32560,32534,27243,19827,,28968,-666666666,,10538,22,121
"West Carroll Parish, Louisiana",11370,5750,5620,9242,1817,31,5,0,161,114,0,114,11027,343,0.5012,21459,24146,22838,52914,8930,14752,,-666666666,,20396,22,123
"Livingston County, Missouri",15057,6773,8284,14194,423,90,79,26,55,190,20,170,14828,229,0.4660,22804,23270,23467,3407,7463,12292,91882,,2442,6967,29,117
"McDonald County, Missouri",22720,11570,11150,20197,421,610,307,313,173,699,41,658,20123,2597,0.4288,18761,19091,19984,14986,12278,14652,8381,8376,56917,16495,29,119
"Macon County, Missouri",15399,7595,7804,14569,355,44,64,0,45,322,42,280,15216,183,0.4111,19941,20459,20509,11858,11521,15020,24958,-666666666,18071,5741,29,121
"Madison County, Missouri",12403,6087,6316,11844,178,60,79,0,0,242,0,242,12299,104,0.4319,19009,18800,18681,45926,,21820,81811,-666666666,-666666666,14286,29,123
"Maries County, Missouri",8987,4453,4534,8805,44,87,16,0,0,35,0,35,8817,170,0.4092,20922,21171,21375,10806,3325,10714,,-666666666,-666666666,11237,29,125
"Marion County, Missouri",28858,13914,14944,26255,1469,124,261,11,40,698,0,698,28407,451,0.4211,22303,22950,22849,18518,17635,6419,39073,,,5293,29,127
"Mercer County, Missouri",3702,1856,1846,3594,17,0,19,5,16,51,0,51,3655,47,0.3968,20701,21128,21180,12204,2365,-666666666,,,11969,4698,29,129
"Miller County, Missouri",25011,12354,12657,24074,134,322,106,0,173,202,1,201,24574,437,0.4709,22397,22914,23034,9975,3923,15189,1296,-666666666,6607,9151,29,131
"Mississippi County, Missouri",14112,7568,6544,10359,3348,107,0,5,16,277,56,221,13844,268,0.4913,17049,20141,20406,7290,8289,20693,-666666666,,,4866,29,133
"Moniteau County, Missouri",15840,8295,7545,14720,533,47,14,0,182,344,17,327,15133,707,0.3993,21068,21915,22317,12380,7943,32589,18571,-666666666,18905,4819,29,135
"Monroe County, Missouri",8642,4333,4309,8200,253,72,20,23,0,74,0,74,8518,124,0.3800,21069,21525,21724,7901,11363,11551,20075,,-666666666,9504,29,137
"Montgomery County, Missouri",11820,5885,5935,11340,178,5,31,7,22,237,0,237,11624,196,0.4196,21301,21721,21876,12383,18174,,,,17650,7190,29,139
"Morgan County, Missouri",20182,10136,10046,19426,188,58,15,0,67,428,18,410,19770,412,0.4691,19555,19997,20032,14469,10883,,,-666666666,,8100,29,141
"New Madrid County, Missouri",18229,8758,9471,14828,2902,36,15,0,41,407,35,372,17932,297,0.4680,19011,20454,20462,17366,12375,,,-666666666,25080,7967,29,143
"Newton County, Missouri",58741,29291,29450,53379,529,1317,706,543,303,1964,101,1863,55815,2926,0.4635,23874,24466,25124,11002,12452,23135,27907,12836,19829,13590,29,145
"Nodaway County, Missouri",23026,11399,11627,21666,631,78,299,84,24,244,36,208,22677,349,0.4521,19378,19910,20046,7215,10681,5324,11351,19435,13613,9507,29,147
"Oregon County, Missouri",10922,5384,5538,10455,19,139,50,0,41,218,0,218,10749,173,0.4584,18080,18113,18122,17042,11305,7727,,-666666666,22176,11422,29,149
"Osage County, Missouri",13704,7153,6551,13458,103,40,8,4,40,51,21,30,13602,102,0.3689,24097,24349,24298,27560,6677,20265,,,,5553,29,151
