NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Clinton County, Missouri",20494,10286,10208,19482,351,134,118,0,116,293,13,280,20099,395,0.3818,26551,27017,26985,26485,20145,10496,15685,-666666666,30207,13513,29,049
"Cole County, Missouri",76603,38731,37872,63844,8795,347,962,59,1143,1453,42,1411,74527,2076,0.4187,26557,29452,29718,14705,11036,13965,30914,,7777,9114,29,051
"Cooper County, Missouri",17613,9266,8347,15711,1113,49,60,17,137,526,35,491,17332,281,0.4288,22822,24389,24451,13417,9872,14808,38885,,8577,6572,29,053
"Crawford County, Missouri",24545,12098,12447,23953,53,109,25,2,2,401,0,401,24103,442,0.4604,20373,20696,20853,12236,8704,4983,17192,,,7177,29,055
"Dade County, Missouri",7590,3871,3719,7265,27,35,10,4,17,232,0,232,7446,144,0.4189,20624,20904,21099,12475,,13277,,,,14561,29,057
"Dallas County, Missouri",16508,8209,8299,15733,14,151,19,0,127,464,42,422,16193,315,0.3929,17378,17643,17796,4572,,14484,,-666666666,14734,10328,29,059
"Daviess County, Missouri",8257,4172,4085,8023,95,26,7,0,25,81,21,60,8139,118,0.4226,21356,21723,21801,13288,8376,10638,,-666666666,25320,3700,29,061
"DeKalb County, Missouri",12706,8016,4690,10749,1298,124,42,7,41,445,12,433,12215,491,0.4269,17584,20116,20742,5724,1090,7725,67043,,1354,4220,29,063
"Dent County, Missouri",15578,7764,7814,15006,87,117,64,0,25,279,0,279,15343,235,0.4595,19929,19967,20165,12818,39518,26419,,-666666666,,8305,29,065
"Douglas County, Missouri",13467,6749,6718,13227,12,41,2,0,144,41,0,41,13296,171,0.4463,17261,17191,17177,10002,28325,58354,,-666666666,5985,35702,29,067
"Dunklin County, Missouri",31271,15043,16228,26668,3017,115,108,0,736,627,3,624,29341,1930,0.4699,18203,19313,19752,11307,12653,6908,19213,-666666666,13936,4597,29,069
"Franklin County, Missouri",102063,50830,51233,98344,967,96,533,57,607,1459,95,1364,100391,1672,0.4305,26272,26380,26392,17772,17077,45722,42983,,9017,25557,29,071
"Gasconade County, Missouri",14875,7389,7486,14539,77,45,46,0,2,166,0,166,14685,190,0.4417,24355,24427,24613,10611,18034,10760,30543,-666666666,,22883,29,073
"Gentry County, Missouri",6745,3242,3503,6558,71,14,31,0,30,41,17,24,6672,73,0.4043,20726,20928,20940,11093,15918,7979,28881,-666666666,,1773,29,075
"Greene County, Missouri",285449,139153,146296,259031,9313,1498,5261,382,2458,7506,678,6828,275785,9664,0.4598,24537,25572,25796,14750,13238,18690,19175,19715,12197,12067,29,077
"Grundy County, Missouri",10231,4950,5281,9874,74,65,29,7,11,171,17,154,10029,202,0.4397,20746,21179,21339,9745,5069,14248,,,,9557,29,079
"Harrison County, Missouri",8649,4305,4344,8404,71,12,2,2,43,115,2,113,8473,176,0.4048,20434,20831,20978,9538,6356,8733,,,,7368,29,081
"Henry County, Missouri",21930,10847,11083,21025,321,161,39,5,69,310,2,308,21460,470,0.4384,23510,23977,24249,8417,12975,21583,17951,,,9440,29,083
"Hickory County, Missouri",9267,4523,4744,8962,14,87,22,4,19,159,0,159,9138,129,0.4280,18694,19026,19021,18512,10214,6186,,,13189,9615,29,085
"Holt County, Missouri",4537,2274,2263,4386,18,42,31,0,0,60,0,60,4528,9,0.4122,23949,24278,24277,25956,,34148,,-666666666,-666666666,7295,29,087
"Howard County, Missouri",10148,5075,5073,9327,531,55,22,15,22,176,0,176,10009,139,0.4264,22192,22978,23142,9512,13223,14325,54418,3613,,8897,29,089
"Howell County, Missouri",40265,19617,20648,38572,123,186,234,0,263,887,22,865,39477,788,0.4583,19293,19320,19414,9868,13213,13883,53254,-666666666,4477,15490,29,091
"Iron County, Missouri",10220,5071,5149,9794,194,71,12,8,10,131,8,123,10044,176,0.4213,19270,19491,19584,13343,17245,7294,,,,9492,29,093
"Jackson County, Missouri",683643,330662,352981,455236,162364,3457,11944,1703,28416,20523,2680,17843,624266,59377,0.4703,27665,32366,33325,14771,19095,18921,24903,47702,12906,13046,29,095
"Jasper County, Missouri",117376,57174,60202,106701,2612,1553,1293,288,1451,3478,286,3192,108505,8871,0.4524,22767,23304,24140,11891,12282,20189,36883,17811,15115,13687,29,097
"Jefferson County, Missouri",222453,110600,111853,214052,2190,552,1647,37,600,3375,355,3020,218499,3954,0.3888,26021,26315,26403,18910,17040,21307,33216,4727,13508,12893,29,099
"Johnson County, Missouri",54229,27952,26277,48456,2409,367,820,183,192,1802,101,1701,52115,2114,0.4123,22589,23317,23518,18059,16311,18050,25276,20649,28516,10668,29,101
"Knox County, Missouri",3997,2025,1972,3857,14,0,9,27,16,74,6,68,3958,39,0.4426,21471,21898,21898,10823,,-666666666,,,19944,5661,29,103
"Laclede County, Missouri",35505,17608,17897,33975,168,282,129,4,83,864,28,836,34707,798,0.4259,19552,19572,19765,14112,8635,22972,20767,,45865,17094,29,105
"Lafayette County, Missouri",32789,16121,16668,30905,655,83,153,22,127,844,39,805,31920,869,0.3974,25008,25396,25665,14870,22386,23622,7941,,27443,15869,29,107
"Lawrence County, Missouri",38204,19079,19125,36230,205,191,208,0,746,624,15,609,35528,2676,0.4246,19973,20470,21060,8375,15656,18424,14748,-666666666,5532,12011,29,109
"Lewis County, Missouri",10146,5094,5052,9562,294,59,21,15,22,173,3,170,9973,173,0.4091,20646,21347,21381,17466,12485,3236,12057,2613,,5700,29,111
"Lincoln County, Missouri",54286,27178,27108,51519,977,185,245,62,356,942,41,901,53069,1217,0.3925,22833,23370,23531,11951,12509,27888,11898,,4641,12706,29,113
"Linn County, Missouri",12319,5900,6419,11820,53,22,27,0,113,284,59,225,12080,239,0.4183,20860,21204,21133,15390,16143,17750,80281,-666666666,2605,9273,29,115
"Rockingham County, North Carolina",91898,44313,47585,69614,17041,477,491,85,2263,1927,277,1650,86479,5419,0.4361,21298,23383,23767,12233,15868,18257,20238,,11267,7097,37,157
"Rowan County, North Carolina",138694,68575,70119,108360,22329,312,1252,11,3933,2497,313,2184,127503,11191,0.4440,22463,24536,25095,14362,15865,15884,21187,,10688,11455,37,159
"Rutherford County, North Carolina",66701,32392,34309,56997,6893,325,346,5,1386,749,84,665,64021,2680,0.4413,19688,20968,21071,10774,12680,18441,23255,,6656,9918,37,161
"Sampson County, North Carolina",63713,31190,32523,39660,16240,1219,296,11,4477,1810,204,1606,52086,11627,0.4721,19871,23580,26402,9353,15061,18484,15531,8464,9781,8436,37,163
"Scotland County, North Carolina",35711,17684,18027,16249,13730,3777,286,8,519,1142,46,1096,34734,977,0.4741,16192,22162,22405,11546,11036,12623,13563,,9765,8733,37,165
"Stanly County, North Carolina",60610,30158,30452,51212,6369,208,1117,15,497,1192,65,1127,58265,2345,0.4213,22103,23587,24197,8475,14588,13990,17907,,13859,7299,37,167
"Stokes County, North Carolina",46453,22749,23704,43386,1932,271,143,15,217,489,66,423,45154,1299,0.4180,22013,22200,22498,9267,18032,33880,36140,,16717,13256,37,169
"Surry County, North Carolina",72767,35422,37345,66972,2689,276,436,47,1189,1158,204,954,65545,7222,0.4681,21411,22115,23227,9557,15841,15059,13789,10474,10866,9298,37,171
"Swain County, North Carolina",14234,6940,7294,9143,186,3952,52,0,136,765,101,664,13561,673,0.4684,20256,22053,21958,11761,4056,16953,,-666666666,8104,22283,37,173
"Transylvania County, North Carolina",33062,15910,17152,29879,1273,117,227,17,1009,540,64,476,32038,1024,0.4353,25394,26770,26943,10382,15910,23146,15859,,7996,9384,37,175
"Tyrrell County, North Carolina",4128,2325,1803,2302,1512,85,14,0,192,23,0,23,3704,424,0.4695,17042,22900,23831,8435,9608,9521,,-666666666,8860,18696,37,177
"Union County, North Carolina",217614,107221,110393,177613,25260,724,4880,23,5052,4062,434,3628,194221,23393,0.4603,31185,32854,34763,15001,23468,28292,38812,,11839,21295,37,179
"Vance County, North Carolina",44508,20766,23742,19355,22162,752,213,10,1207,809,140,669,41329,3179,0.4762,18703,23312,24246,9296,15505,10171,10108,,10102,6755,37,181
"Wake County, North Carolina",998576,485068,513508,669687,205682,3405,62010,451,30586,26755,2994,23761,899776,98800,0.4463,35752,41063,43443,17105,23286,26865,37260,19206,13984,21468,37,183
"Warren County, North Carolina",20324,10196,10128,8046,10328,980,104,0,323,543,60,483,19531,793,0.4804,19563,28153,28741,10802,14092,14015,22163,-666666666,8108,12655,37,185
"Washington County, North Carolina",12503,5815,6688,5815,6079,18,0,0,253,338,165,173,11892,611,0.4833,20423,27264,27426,9934,15375,,-666666666,-666666666,,5596,37,187
"Watauga County, North Carolina",52745,26315,26430,49587,632,170,452,21,640,1243,184,1059,50946,1799,0.5248,22892,23775,24035,9564,10447,16626,9163,11352,7978,7704,37,189
"Wayne County, North Carolina",124447,61002,63445,74099,38504,289,1538,14,6004,3999,527,3472,110822,13625,0.4500,21674,25973,27312,10158,16653,28749,26234,,8389,8057,37,191
"Wilkes County, North Carolina",68888,33902,34986,62792,2945,133,318,65,1613,1022,245,777,64817,4071,0.4634,20145,20917,21263,9434,16519,19564,15926,18872,6141,6696,37,193
"Wilson County, North Carolina",81617,38626,42991,41325,31846,515,627,63,5391,1850,332,1518,73588,8029,0.4679,22519,29644,30619,10512,16181,13623,32346,,10238,7888,37,195
"Yadkin County, North Carolina",37819,18602,19217,34612,1285,111,22,0,1222,567,118,449,33809,4010,0.4496,21820,22810,23680,10616,15595,4949,,-666666666,8398,8384,37,197
"Yancey County, North Carolina",17599,8609,8990,16991,206,76,36,5,148,137,20,117,16742,857,0.4577,21508,21899,22428,7162,13386,31396,,,,7377,37,199
"Adams County, North Dakota",2348,1187,1161,2203,24,53,38,0,15,15,0,15,2328,20,0.4317,32594,33355,33456,20390,27275,13023,16287,-666666666,,,38,001
"Barnes County, North Dakota",11033,5427,5606,10405,88,217,40,14,86,183,4,179,10831,202,0.4701,34244,35578,35725,15130,23630,5953,16508,5086,7167,15881,38,003
"Benson County, North Dakota",6802,3492,3310,2885,0,3756,7,4,0,150,0,150,6636,166,0.5130,20561,35197,35271,11984,-666666666,9690,40171,,-666666666,9757,38,005
"Billings County, North Dakota",936,533,403,891,8,11,0,0,8,18,18,0,906,30,0.4509,40549,41898,42087,,,,-666666666,-666666666,,,38,007
"Bottineau County, North Dakota",6650,3488,3162,6239,56,187,18,0,29,121,18,103,6509,141,0.4674,32661,33882,34236,9155,7189,18002,,-666666666,9538,12377,38,009
"Bowman County, North Dakota",3238,1571,1667,3090,4,41,0,0,76,27,0,27,3084,154,0.4401,34388,35307,35794,20334,,5312,-666666666,-666666666,24288,,38,011
"Burke County, North Dakota",2239,1208,1031,2166,10,34,1,0,7,21,0,21,2160,79,0.4509,35857,36517,37557,6148,,8206,,-666666666,,,38,013
"Burleigh County, North Dakota",90560,45126,45434,83296,1142,3404,689,51,270,1708,91,1617,88769,1791,0.4339,36093,37563,37886,17370,19794,12659,60979,23931,20803,14756,38,015
"Cass County, North Dakota",166852,84300,82552,148944,6371,1813,4640,8,840,4236,358,3878,162834,4018,0.4595,32485,34074,34376,13897,11176,18536,33123,,17751,16922,38,017
"Cavalier County, North Dakota",3867,1957,1910,3710,5,38,10,0,50,54,3,51,3817,50,0.4505,39779,40861,40861,17482,,16966,,-666666666,17482,12157,38,019
"Dickey County, North Dakota",5160,2590,2570,4990,76,44,21,0,2,27,0,27,4988,172,0.4042,28843,29296,29600,17906,17941,22075,12219,-666666666,,,38,021
"Divide County, North Dakota",2369,1190,1179,2239,16,21,35,0,0,58,3,55,2361,8,0.5157,41063,42496,42648,,,37190,,-666666666,-666666666,10053,38,023
"Dunn County, North Dakota",4284,2266,2018,3626,40,423,19,13,42,121,4,117,4162,122,0.5215,40102,43911,44254,8498,15938,20113,45242,,15157,14907,38,025
"Eddy County, North Dakota",2370,1144,1226,2173,0,121,0,7,7,62,0,62,2327,43,0.5176,33785,34994,35496,9195,-666666666,13359,-666666666,38186,,31229,38,027
"Emmons County, North Dakota",3426,1713,1713,3309,0,3,45,0,0,69,0,69,3426,0,0.5168,29467,30277,30277,-666666666,-666666666,,9013,-666666666,-666666666,,38,029
"Foster County, North Dakota",3345,1663,1682,3256,2,36,12,0,2,37,0,37,3306,39,0.3924,30310,30610,30870,7369,,24383,,-666666666,,11319,38,031
"Golden Valley County, North Dakota",1895,931,964,1819,0,9,0,0,1,66,0,66,1861,34,0.4360,26536,26995,26922,,-666666666,,-666666666,-666666666,,16920,38,033
"Grand Forks County, North Dakota",69793,36093,33700,61670,1999,1721,1683,48,590,2082,155,1927,67137,2656,0.4835,29376,31217,31244,25601,13553,11912,26797,19852,16939,10320,38,035
"Grant County, North Dakota",2369,1176,1193,2294,7,37,4,0,10,17,0,17,2354,15,0.5006,32200,32419,32421,15173,,35170,,-666666666,,14618,38,037
"Griggs County, North Dakota",2311,1165,1146,2230,28,24,0,0,4,25,0,25,2301,10,0.4380,31866,31989,32076,,,67079,-666666666,-666666666,,,38,039
"Hettinger County, North Dakota",2639,1252,1387,2504,8,44,0,11,0,72,10,62,2566,73,0.4568,31074,32477,32300,33937,,4100,-666666666,,-666666666,5982,38,041
"Kidder County, North Dakota",2419,1284,1135,2362,0,3,5,0,45,4,0,4,2296,123,0.4741,36779,34185,34738,76043,-666666666,,,-666666666,176667,,38,043
"LaMoure County, North Dakota",4111,2112,1999,4037,6,13,0,0,6,49,0,49,4075,36,0.5020,36493,36903,37108,10422,,,-666666666,-666666666,,11931,38,045
"Logan County, North Dakota",1939,986,953,1905,1,7,5,0,1,20,0,20,1910,29,0.4737,33272,33449,33473,31859,,,,-666666666,,27465,38,047
"McHenry County, North Dakota",5912,3079,2833,5739,9,40,7,0,10,107,10,97,5770,142,0.4787,36072,36847,37295,15415,9100,13695,10414,-666666666,25940,7784,38,049
"McIntosh County, North Dakota",2737,1367,1370,2645,4,3,30,0,0,55,0,55,2695,42,0.4802,30620,30700,30787,,,,38463,-666666666,-666666666,9409,38,051
"McKenzie County, North Dakota",10718,5610,5108,8729,105,1532,30,0,85,237,10,227,10055,663,0.4738,37938,42936,44033,20002,25581,14375,,-666666666,42266,13770,38,053
"McLean County, North Dakota",9576,4917,4659,8677,12,677,11,0,58,141,44,97,9361,215,0.4409,34218,35671,35556,25561,,21895,,-666666666,15952,15338,38,055
"Mercer County, North Dakota",8671,4477,4194,8254,81,212,35,0,52,37,5,32,8461,210,0.3931,34194,34729,34862,22590,,18463,42829,-666666666,,39789,38,057
"Morton County, North Dakota",29633,15295,14338,27565,200,1020,37,0,141,670,3,667,28923,710,0.4416,34715,35468,35875,15987,11091,20807,35589,-666666666,22246,34510,38,059
"Mountrail County, North Dakota",9675,5241,4434,6359,19,2784,68,0,123,322,15,307,9055,620,0.5139,39285,50270,51314,13825,55700,18098,21478,-666666666,18531,16260,38,061
"Nelson County, North Dakota",3032,1525,1507,2978,25,17,0,0,0,12,4,8,2959,73,0.4579,33895,34185,34195,34895,,17106,-666666666,-666666666,-666666666,38500,38,063
"Oliver County, North Dakota",1768,931,837,1640,9,86,2,0,3,28,0,28,1740,28,0.4240,35524,36629,36419,40429,,18764,,-666666666,,,38,065
"Pembina County, North Dakota",7136,3689,3447,6752,18,175,15,0,65,111,3,108,6902,234,0.4427,32779,33562,33751,26313,15450,12857,89740,-666666666,28608,14071,38,067
"Pierce County, North Dakota",4373,2216,2157,4251,52,38,0,0,4,28,0,28,4338,35,0.4708,27926,28302,28163,39486,21763,6234,-666666666,-666666666,,14718,38,069
"Ramsey County, North Dakota",11578,5891,5687,9978,4,1217,53,0,33,293,44,249,11309,269,0.4693,30372,33020,33205,13820,31825,14794,29443,-666666666,,5738,38,071
"Ransom County, North Dakota",5457,2780,2677,5293,25,20,21,0,0,98,0,98,5364,93,0.4205,30822,30875,31167,12977,,15515,26752,-666666666,-666666666,21248,38,073
"Carter County, Montana",1295,625,670,1269,0,5,0,0,0,21,0,21,1277,18,0.4863,30728,31088,31256,19422,-666666666,36740,-666666666,-666666666,-666666666,7505,30,011
"Cascade County, Montana",82049,41248,40801,72844,999,3672,726,93,551,3164,90,3074,78696,3353,0.4587,26578,28008,28373,17187,20978,10879,29250,17053,30325,12643,30,013
"Chouteau County, Montana",5837,2898,2939,4461,3,1194,10,0,54,115,0,115,5713,124,0.4530,22247,26112,26127,5218,,9720,,-666666666,,11734,30,015
"Custer County, Montana",11980,5999,5981,11326,43,307,45,0,57,202,12,190,11627,353,0.4349,26742,27249,27330,28343,,8425,10980,-666666666,77304,20959,30,017
"Daniels County, Montana",1787,878,909,1761,0,18,0,0,8,0,0,0,1749,38,0.4478,33909,34035,33932,33755,-666666666,32006,-666666666,-666666666,,-666666666,30,019
"Dawson County, Montana",9431,4975,4456,8945,62,238,18,0,63,105,1,104,9168,263,0.4149,28438,29461,28882,40881,3679,12965,,-666666666,694,12007,30,021
"Deer Lodge County, Montana",9176,4883,4293,8515,32,128,34,187,71,209,13,196,8894,282,0.4595,23192,23891,24095,11919,20169,18623,,11075,,12354,30,023
"Fallon County, Montana",2913,1525,1388,2786,38,35,25,0,0,29,1,28,2863,50,0.4685,31902,31807,31995,11272,,,52328,-666666666,-666666666,56403,30,025
"Fergus County, Montana",11429,5750,5679,10882,18,179,104,122,5,119,2,117,11335,94,0.4392,25788,26242,26274,21931,,11969,9597,,,35363,30,027
"Flathead County, Montana",94696,47281,47415,89762,248,1524,492,44,546,2080,132,1948,92279,2417,0.4579,27083,27638,27851,15393,34960,18985,18497,5373,14521,13916,30,029
"Gallatin County, Montana",97958,50509,47449,92876,354,912,1261,21,560,1974,60,1914,94883,3075,0.4698,31909,32786,33136,17206,16358,10600,24470,28748,18637,11802,30,031
"Garfield County, Montana",1061,510,551,1060,0,0,0,0,0,1,0,1,1053,8,0.4877,28159,28185,28283,11863,-666666666,-666666666,-666666666,-666666666,-666666666,,30,033
"Glacier County, Montana",13695,6722,6973,4543,36,8818,68,0,20,210,0,210,13309,386,0.5211,16284,25646,26743,8315,13072,11536,20038,-666666666,,14028,30,035
"Golden Valley County, Montana",730,344,386,683,25,0,0,0,0,22,0,22,681,49,0.3972,25714,27516,28169,,,-666666666,-666666666,-666666666,-666666666,-1014,30,037
"Granite County, Montana",3212,1648,1564,3101,2,19,2,0,0,88,4,84,3148,64,0.4409,26720,27032,27422,7930,,37632,,-666666666,-666666666,14303,30,039
"Hill County, Montana",16529,8355,8174,11828,3,4019,84,0,66,529,5,524,15988,541,0.4372,21070,24820,25003,7948,,11299,16525,-666666666,15976,12731,30,041
"Jefferson County, Montana",11601,5958,5643,11011,8,190,31,0,37,324,15,309,11347,254,0.4123,31801,32376,32106,37952,,29295,18635,-666666666,7127,18428,30,043
"Judith Basin County, Montana",1981,1034,947,1948,0,22,0,0,6,5,0,5,1951,30,0.4471,28741,28874,29061,12073,-666666666,28014,-666666666,-666666666,,,30,045
"Lake County, Montana",29311,14418,14893,19966,72,7414,120,21,134,1584,85,1499,28114,1197,0.4805,23191,26955,27374,14079,18261,15459,17855,,10665,13843,30,047
"Lewis and Clark County, Montana",65989,32839,33150,61913,290,1656,443,50,197,1440,156,1284,64035,1954,0.4072,29892,30764,31126,12751,22366,14507,21527,12724,16810,16580,30,049
"Liberty County, Montana",2292,1137,1155,2221,0,29,0,0,24,18,11,7,2275,17,0.5717,32427,32893,32915,,-666666666,,-666666666,-666666666,,29178,30,051
"Lincoln County, Montana",19268,9639,9629,18453,11,197,109,5,29,464,14,450,18752,516,0.4590,22404,22638,22914,14351,5009,21802,11782,,,17693,30,053
"McCone County, Montana",1678,914,764,1547,0,96,9,0,0,26,26,0,1663,15,0.4572,28736,30031,30031,,-666666666,,,-666666666,-666666666,,30,055
"Madison County, Montana",7810,4046,3764,7471,28,39,14,0,104,154,3,151,7575,235,0.4431,30030,30789,30973,17896,,13185,,-666666666,18481,12873,30,057
"Meagher County, Montana",1960,937,1023,1907,0,23,0,0,10,20,0,20,1922,38,0.3784,19989,20103,20319,6008,-666666666,21396,-666666666,-666666666,,,30,059
"Mineral County, Montana",4223,2155,2068,4154,2,14,32,0,4,17,0,17,4167,56,0.4586,21447,21663,21723,15339,,1971,,-666666666,,11547,30,061
"Missoula County, Montana",113101,56928,56173,104191,483,2781,1421,188,183,3854,394,3460,109688,3413,0.4737,27956,28947,29264,14910,18453,17086,25371,17085,32366,11483,30,063
"Musselshell County, Montana",4778,2374,2404,4565,11,42,67,0,0,93,0,93,4651,127,0.4333,23167,23708,23928,16023,,21100,,-666666666,-666666666,,30,065
"Park County, Montana",15843,7917,7926,15231,50,135,11,0,20,396,2,394,15431,412,0.4499,27597,28167,28484,13747,7230,17786,16145,-666666666,33730,11588,30,067
"Petroleum County, Montana",445,239,206,445,0,0,0,0,0,0,0,0,445,0,0.4230,26822,26822,26822,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,30,069
"Phillips County, Montana",4150,2086,2064,3612,0,408,0,0,32,98,5,93,4060,90,0.4522,22772,23914,24213,9380,-666666666,16675,-666666666,-666666666,,12767,30,071
"Pondera County, Montana",6166,3100,3066,5025,24,941,25,0,62,89,0,89,6050,116,0.4325,21995,24428,24463,10875,,11340,14212,-666666666,6540,13152,30,073
"Powder River County, Montana",1648,811,837,1581,0,21,0,0,0,46,0,46,1623,25,0.3906,29393,29710,29899,17916,-666666666,24700,-666666666,-666666666,-666666666,20650,30,075
"Powell County, Montana",6928,4314,2614,6365,29,291,68,8,10,157,9,148,6758,170,0.4274,23620,25006,24892,23964,10024,5188,9324,,,9615,30,077
"Prairie County, Montana",1414,747,667,1361,0,17,0,0,0,36,0,36,1393,21,0.4244,24431,25253,24871,,-666666666,,-666666666,-666666666,-666666666,,30,079
"Ravalli County, Montana",41130,20385,20745,39389,32,228,231,0,122,1128,68,1060,39808,1322,0.4316,23042,23543,23819,13354,,15871,24182,-666666666,16502,7901,30,081
"Richland County, Montana",11392,5864,5528,10713,0,379,46,0,122,132,0,132,10826,566,0.4587,33949,34631,35378,18639,-666666666,21834,11650,-666666666,21593,32544,30,083
"Roosevelt County, Montana",11230,5525,5705,4119,6,6133,23,0,115,834,5,829,10899,331,0.5010,16885,28030,28284,8430,,10099,33117,-666666666,8763,12544,30,085
"Rosebud County, Montana",9348,4629,4719,5605,18,3377,45,0,91,212,0,212,8924,424,0.4180,23387,30694,31702,13142,27894,10998,5027,-666666666,29279,28556,30,087
"Sanders County, Montana",11375,5837,5538,10456,18,433,55,0,21,392,76,316,11076,299,0.4303,20810,21305,21197,21851,,16258,8005,-666666666,14024,15263,30,089
"Sheridan County, Montana",3645,1866,1779,3391,3,54,9,0,25,163,0,163,3561,84,0.4700,31997,33469,33665,21954,,17320,,-666666666,19980,10131,30,091
"Silver Bow County, Montana",34560,17188,17372,32727,202,780,305,0,123,423,2,421,33149,1411,0.4853,25583,26056,26531,14877,6763,16911,23144,-666666666,22177,16657,30,093
"Stillwater County, Montana",9342,4748,4594,8930,33,35,42,0,98,204,0,204,9031,311,0.4071,30958,31282,31563,20174,,36066,32243,-666666666,24816,13767,30,095
"Sweet Grass County, Montana",3634,1770,1864,3464,7,0,30,0,0,133,3,130,3568,66,0.4470,26935,27601,27986,6980,,-666666666,39203,-666666666,-666666666,7874,30,097
"Teton County, Montana",6067,2979,3088,5759,5,127,22,0,51,103,5,98,5981,86,0.4070,25740,26078,26264,10951,14060,22214,38559,-666666666,,20428,30,099
"Toole County, Montana",5114,2919,2195,4648,3,276,96,0,23,68,4,64,4943,171,0.4394,23705,24077,24461,12616,,17597,23156,-666666666,,29532,30,101
"Treasure County, Montana",846,433,413,779,0,11,12,0,26,18,0,18,804,42,0.3703,21255,22067,22176,10217,-666666666,9509,28325,-666666666,11458,,30,103
"Valley County, Montana",7576,3805,3771,6560,6,735,16,29,11,219,0,219,7410,166,0.4197,27820,30262,30450,11149,,9687,,,5464,15663,30,105
"Wheatland County, Montana",2109,1094,1015,2035,0,33,0,0,5,36,0,36,2059,50,0.4049,19407,19614,19815,15726,-666666666,21145,-666666666,-666666666,,,30,107
"Wibaux County, Montana",1143,552,591,1143,0,0,0,0,0,0,0,0,1126,17,0.4006,23985,23985,23829,,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,30,109
"Yellowstone County, Montana",155344,76301,79043,140985,1009,6946,1060,61,1386,3897,180,3717,147173,8171,0.4523,30519,31985,32485,17638,13703,14895,23671,24656,14608,17296,30,111
"Adams County, Nebraska",31536,16007,15529,29440,305,85,421,13,748,524,103,421,28727,2809,0.4571,27609,28370,29258,16790,4485,18461,31628,9315,12915,17990,31,001
"Antelope County, Nebraska",6421,3217,3204,6278,17,22,18,0,51,35,0,35,6219,202,0.4661,27048,27375,27596,15230,12059,,,-666666666,5722,7260,31,003
"Arthur County, Nebraska",437,210,227,426,0,0,0,0,1,10,0,10,437,0,0.4429,21174,21427,21427,-666666666,-666666666,-666666666,-666666666,-666666666,,9270,31,005
"Banner County, Nebraska",793,368,425,765,10,0,2,0,1,15,0,15,716,77,0.4971,30095,31019,33781,6296,,-666666666,,-666666666,,,31,007
"Blaine County, Nebraska",580,308,272,572,0,0,3,5,0,0,0,0,580,0,0.3729,23001,23051,23051,-666666666,-666666666,-666666666,,,-666666666,-666666666,31,009
"Boone County, Nebraska",5353,2693,2660,5269,29,3,1,7,5,39,4,35,5259,94,0.4226,28288,28590,28831,13383,19483,,,,15040,,31,011
"Box Butte County, Nebraska",11279,5741,5538,10472,30,362,37,8,40,330,110,220,9946,1333,0.3927,27751,28953,30308,20079,16120,4652,,,34093,17747,31,013
"Boyd County, Nebraska",2006,1024,982,1935,16,14,5,0,5,31,0,31,1991,15,0.4582,25507,26147,26283,,,9057,,-666666666,,7790,31,015
"Brown County, Nebraska",3022,1439,1583,2951,1,5,14,0,0,51,6,45,2991,31,0.5124,30135,30476,30471,30703,,,,-666666666,-666666666,13133,31,017
"Buffalo County, Nebraska",48402,24188,24214,45169,458,137,627,6,1064,941,78,863,44317,4085,0.4340,27218,28077,29023,13658,13717,18165,19271,,18026,9704,31,019
"Burt County, Nebraska",6594,3241,3353,6304,48,101,32,0,49,60,2,58,6422,172,0.4042,24613,25239,25496,11346,11750,8104,11700,-666666666,12433,13763,31,021
"Butler County, Nebraska",8205,4126,4079,7945,53,30,42,0,81,54,2,52,7966,239,0.4149,28045,28496,28755,10996,,22487,36671,-666666666,11022,8131,31,023
"Cass County, Nebraska",25463,12760,12703,24604,202,44,153,7,116,337,33,304,24717,746,0.4044,30637,31172,31335,22542,6370,14759,24927,,20689,14582,31,025
"Cedar County, Nebraska",8657,4396,4261,8534,5,64,7,2,7,38,7,31,8511,146,0.4346,28663,28903,29152,15138,,7223,,,,11568,31,027
"Chase County, Nebraska",4061,1983,2078,3988,1,0,0,0,7,65,0,65,3510,551,0.4578,29239,29657,32529,11615,,-666666666,-666666666,-666666666,,4617,31,029
"Cherry County, Nebraska",5781,2844,2937,5286,1,218,25,8,0,243,1,242,5623,158,0.3971,27891,29111,29624,9678,,12627,,,-666666666,16847,31,031
"Cheyenne County, Nebraska",10090,4956,5134,9653,7,40,124,0,28,238,9,229,9427,663,0.4138,30929,31700,32716,14893,13129,17605,28475,-666666666,17175,5297,31,033
"Clay County, Nebraska",6313,3224,3089,6115,25,13,19,0,58,83,6,77,5759,554,0.3924,25472,25835,27194,9835,12824,,28358,-666666666,14819,10722,31,035
"Colfax County, Nebraska",10499,5449,5050,9407,281,98,9,18,424,262,117,145,5896,4603,0.4164,23619,24739,33414,12446,13333,928,,21439,14489,16478,31,037
